agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,enacted_page,enacted_line,estimated_exec_page,estimated_exec_line,anchor_method,predecessor_approp_id,predecessor_exec_page,predecessor_exec_line,successor_approp_id,successor_exec_page,successor_exec_line
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Operating Grants Account - 25456,21851,2021,5400000,392000,"39 By chapter 53, section 1, of the laws of 2021:
40 For aid to public libraries pursuant to various federal laws including
41 the library services technology act (21851) ........................
42 5,400,000 ........................................... (re. $392,000)",320,39.0,233,33.0,both,21851,233.0,15.0,21849,233.0,33.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,Local Government Records Management Account - 20501,21851,2019,5400000,247000,"4 By chapter 53, section 1, of the laws of 2019:
5 For aid to public libraries pursuant to various federal laws including
6 the library services technology act (21851) ........................
7 5,400,000 ........................................... (re. $247,000)",321,4.0,233,33.0,both,21851,233.0,15.0,21849,233.0,33.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,Local Government Records Management Account - 20501,21851,2020,5400000,1514000,"43 By chapter 53, section 1, of the laws of 2020:
AB
321 12553-09-5
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For aid to public libraries pursuant to various federal laws including
2 the library services technology act (21851) ........................
3 5,400,000 ......................................... (re. $1,514,000)",321,43.0,234,8.0,both,21850,234.0,3.0,21850,234.0,8.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21842,2025,1476000,0,"19 For additional liberty partnerships program 20 awards (21842) ............................... 1,476,000",268,20.0,234,25.0,both,21830,234.0,19.0,21832,234.0,25.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21831,2025,16332000,0,"21 Unrestricted aid to independent colleges and 22 universities, notwithstanding any other 23 provision of law to the contrary, aid 24 otherwise due and payable in the 2025-26 25 fiscal year shall be limited to the amount 26 appropriated herein; provided that no 27 college or university shall be eligible 28 for a payment in the 2025-26 academic year 29 from this appropriation if the college or 30 university has not submitted to the state 31 education department a plan to improve 32 faculty diversity, which shall include 33 measurable goals and a schedule of report- 34 ing on progress toward meeting such goals. 35 Provided further, notwithstanding any other 36 provision of law to the contrary, no 37 college or university shall be eligible 38 for a payment in the 2025-26 academic year 39 from this appropriation if the college or 40 university has total endowment assets in 41 excess of $750,000,000, based on the most 42 recent academic year data collected in the 43 Integrated Postsecondary Education Data 44 System, as required under Title IV of the 45 Higher Education Act of 1965, as amended, 46 and reported by the Department of 47 Education's National Center for Education 48 Statistics (21831) .......................... 16,332,000",268,48.0,234,25.0,both,21830,234.0,19.0,21832,234.0,25.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21843,2025,2856000,0,"10 For additional higher education opportunity 11 program awards (21843) ....................... 2,856,000",269,11.0,234,35.0,both,21832,234.0,25.0,21834,234.0,35.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23437,2025,1272000,0,"19 For additional science and technology entry 20 program (STEP) awards (23437) ................ 1,272,000",269,20.0,234,37.0,both,21834,234.0,35.0,21835,234.0,37.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21836,2025,964000,0,"23 For additional collegiate science and tech- 24 nology entry program (CSTEP) awards; 25 notwithstanding any other law to the 26 contrary, such funds shall be used to 27 increase funding for existing CSTEP 28 programs (21836) ............................... 964,000",269,28.0,234,39.0,both,21835,234.0,37.0,55913,234.0,39.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21837,2025,450000,0,"29 For teacher opportunity corps program awards 30 (21837) ........................................ 450,000",269,30.0,234,39.0,both,21835,234.0,37.0,55913,234.0,39.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,55941,2025,483000,0,"12 For additional services and expenses of a 13 foster youth initiative (55941) ................ 483,000",270,13.0,235,1.0,both,55913,234.0,39.0,21838,235.0,1.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21849,2019,8346000,5264000,"8 By chapter 53, section 1, of the laws of 2019:
9 Grants to individual local governments or groups of cooperating local
10 governments as provided in section 57.35 of the arts and cultural
11 affairs law (21849) ... 8,346,000 ................. (re. $5,264,000)",322,8.0,235,11.0,both,21850,234.0,8.0,21830,235.0,11.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21849,2018,8346000,2651000,"12 By chapter 53, section 1, of the laws of 2018, as added by chapter 54,
13 section 2, of the laws of 2018:
14 Grants to individual local governments or groups of cooperating local
15 governments as provided in section 57.35 of the arts and cultural
16 affairs law (21849) ... 8,346,000 ................. (re. $2,651,000)",322,12.0,235,11.0,both,21850,234.0,8.0,21830,235.0,11.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21849,2017,8346000,4129000,"17 By chapter 53, section 1, of the laws of 2017, as added by chapter 50,
18 section 2, of the laws of 2017:
19 Grants to individual local governments or groups of cooperating local
20 governments as provided in section 57.35 of the arts and cultural
21 affairs law (21849) ... 8,346,000 ................. (re. $4,129,000)",322,17.0,235,11.0,both,21850,234.0,8.0,21830,235.0,11.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21849,2020,8346000,8346000,"43 By chapter 53, section 1, of the laws of 2020:
AB
322 12553-09-5
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 Grants to individual local governments or groups of cooperating local
2 governments as provided in section 57.35 of the arts and cultural
3 affairs law (21849) ... 8,346,000 ................. (re. $8,346,000)",322,43.0,235,17.0,both,21830,235.0,11.0,21832,235.0,17.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21837,2024,450000,450000,"13 For teacher opportunity corps program awards (21837) .................
14 450,000 ............................................. (re. $450,000)",323,13.0,235,27.0,both,21835,235.0,25.0,55913,235.0,27.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21831,2024,22344000,5903000,"31 Unrestricted aid to independent colleges and universities, notwith-
32 standing any other provision of law to the contrary, aid otherwise
33 due and payable in the 2024-25 fiscal year shall be limited to the
34 amount appropriated herein; provided that no college or university
35 shall be eligible for a payment in the 2024-25 academic year from
36 this appropriation if the college or university has not submitted to
37 the state education department a plan to improve faculty diversity,
38 which shall include measurable goals and a schedule of reporting on
39 progress toward meeting such goals.
40 Provided further, notwithstanding any other provision of law to the
41 contrary, no college or university shall be eligible for a payment
42 in the 2024-25 academic year from this appropriation if the college
43 or university has total endowment assets in excess of $750,000,000,
44 based on the most recent academic year data collected in the Inte-
45 grated Postsecondary Education Data System, as required under Title
46 IV of the Higher Education Act of 1965, as amended, and reported by
AB
323 12553-09-5
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 the Department of Education's National Center for Education Statis-
2 tics (21831) ... 22,344,000 ....................... (re. $5,903,000)",323,31.0,235,48.0,both,55913,235.0,27.0,21785,235.0,48.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21838,2024,941000,941000,"36 For state financial assistance to expand high needs nursing programs
37 at private colleges and universities in accordance with section
38 6401-a of the education law (21838) ... 941,000 ..... (re. $941,000)",323,36.0,235,48.0,both,55913,235.0,27.0,21785,235.0,48.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23379,2024,350000,350000,"45 For services and expenses of Latino U College Access (LUCA)(23379) ...
46 350,000 ............................................. (re. $350,000)",323,45.0,235,55.0,both,23344,235.0,51.0,21830,235.0,55.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23380,2024,750000,750000,"47 For services and expenses of the Associated Medical Schools of New
48 York for the Dental Grants Program. Funds appropriated herein shall
49 be available for teaching students to work with individuals with
50 disabilities (23380) ... 750,000 .................... (re. $750,000)",323,47.0,235,55.0,both,23344,235.0,51.0,21830,235.0,55.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23382,2024,200000,200000,"51 For services and expenses of On Point for College, Inc (23382) ...
52 200,000 ............................................. (re. $200,000)",323,51.0,235,55.0,both,23344,235.0,51.0,21830,235.0,55.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23379,2023,350000,350000,"44 For services and expenses of Latino U College Access (LUCA)(23379) ...
45 350,000 ............................................. (re. $350,000)",324,44.0,236,38.0,both,23344,236.0,34.0,21830,236.0,38.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23380,2023,750000,750000,"46 For services and expenses of the Associated Medical Schools of New
47 York for the Dental Grants Program. Funds appropriated herein shall
48 be available for teaching students to work with individuals with
49 disabilities _(_2_3_3_8_0_) ... 750,000 .................... (re. $750,000)",324,46.0,236,38.0,both,23344,236.0,34.0,21830,236.0,38.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23382,2023,200000,200000,"50 For services and expenses of On Point for College, Inc _(_2_3_3_8_2_) .......
51 200,000 ............................................. (re. $200,000)",324,50.0,236,38.0,both,23344,236.0,34.0,21830,236.0,38.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23380,2022,750000,750000,"45 By chapter 53, section 1, of the laws of 2022, as amended by chapter 53,
46 section 1, of the laws of 2023:
47 For services and expenses of the Associated Medical Schools of New
48 York for the Dental Grants Program. Funds appropriated herein shall
49 be available for teaching students to work with individuals with
50 disabilities during the 2023 and 2024 state fiscal years _(_2_3_3_8_0_) ...
51 750,000 ............................................. (re. $750,000)",325,45.0,237,22.0,both,23344,237.0,18.0,21830,237.0,22.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23344,2021,2000000,36000,"31 For enhancing supports and services for students with disabilities
32 enrolled in New York State degree granting colleges and universities
33 (23344) ... 2,000,000 ................................ (re. $36,000)",326,31.0,237,54.0,both,21785,237.0,50.0,21830,237.0,54.0
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21831,2020,35129000,1757000,"42 Unrestricted aid to independent colleges and universities, notwith-
43 standing any other section of law to the contrary, aid otherwise due
44 and payable in the 2020-21 fiscal year shall be limited to the
45 amount appropriated herein (21831) .................................
46 35,129,000 ........................................ (re. $1,757,000)",326,42.0,238,1.0,both,21830,237.0,54.0,21834,238.0,1.0
