agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,record_type,page_number,line_number,fiscal_year,raw_line,source_file,has_underlined_content,underlined_text,composite_key
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,55938,2026,17180000,0,appropriation,218,55.0,2026-27,"(55938) ..................................... 17,180,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|55938|2026|17180000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21774,2026,466000,0,appropriation,219,1.0,2026-27,"of the budget (21774) .......................... 466,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21774|2026|466000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21775,2026,691000,0,appropriation,219,20.0,2026-27,"(21775) ........................................ 691,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21775|2026|691000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21776,2026,24344000,0,appropriation,219,30.0,2026-27,"public school or school district (21776) .... 24,344,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21776|2026|24344000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21781,2026,932000,0,appropriation,219,57.0,2026-27,"claims for prior school years (21781) .......... 932,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21781|2026|932000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21778,2026,894000,0,appropriation,219,61.0,2026-27,"(21778) ........................................ 894,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21778|2026|894000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21779,2026,1382000,0,appropriation,220,7.0,2026-27,"2007-08 school year (21779) .................. 1,382,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21779|2026|1382000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21800,2026,350000,0,appropriation,220,11.0,2026-27,"say yes to education program (21800) ........... 350,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21800|2026|350000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21782,2026,1240000,0,appropriation,220,15.0,2026-27,"(21782) ...................................... 1,240,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21782|2026|1240000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21833,2026,800000,0,appropriation,220,23.0,2026-27,"state fiscal year 2026-27 (21833) .............. 800,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21833|2026|800000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21784,2026,3049000,0,appropriation,220,26.0,2026-27,"(21784) ...................................... 3,049,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21784|2026|3049000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21801,2026,11500000,0,appropriation,220,38.0,2026-27,"(21801) ..................................... 11,500,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21801|2026|11500000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21803,2026,4837000,0,appropriation,220,55.0,2026-27,"ter schools stimulus account (21803) ......... 4,837,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21803|2026|4837000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,21804,2026,490000,0,appropriation,221,6.0,2026-27,"than 1,000,000 inhabitants (21804) ............. 490,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21804|2026|490000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23449,2026,1868000,0,appropriation,221,14.0,2026-27,"fiscal year 2010-11 (23449) .................. 1,868,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23449|2026|1868000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56005,2026,235000,0,appropriation,221,17.0,2026-27,"(56005) ........................................ 235,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|56005|2026|235000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,56045,2026,1000000,0,appropriation,221,20.0,2026-27,"adults (56045) ............................... 1,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|56045|2026|1000000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,21740,2026,1771819000,0,appropriation,222,1.0,2026-27,"intent of this appropriation (21740) ..... 1,771,819,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21740|2026|1771819000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23418,2026,256841000,0,appropriation,222,25.0,2026-27,"this appropriation (23418) ................. 256,841,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23418|2026|256841000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23417,2026,65331000,0,appropriation,222,49.0,2026-27,"ation (23417) .............................. 65,331,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23417|2026|65331000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23416,2026,253326000,0,appropriation,223,13.0,2026-27,"this appropriation (23416) .................. 253,326,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23416|2026|253326000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23415,2026,50000000,0,appropriation,223,36.0,2026-27,"intent of this appropriation (23415) ........ 50,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23415|2026|50000000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23414,2026,5000000,0,appropriation,223,59.0,2026-27,"intent of this appropriation (23414) ......... 5,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23414|2026|5000000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23413,2026,10500000,0,appropriation,224,10.0,2026-27,"appropriation (23413) ....................... 10,500,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23413|2026|10500000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23477,2026,68578000,0,appropriation,224,22.0,2026-27,"appropriation (23477) ....................... 68,578,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23477|2026|68578000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Department of Education Account - 25210,23407,2026,34425000,0,appropriation,224,30.0,2026-27,"intent of this appropriation (23407) ........ 34,425,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23407|2026|34425000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Health and Human Services Account - 25122,21737,2026,987970000,0,appropriation,225,37.0,2026-27,"ation (21737) .............................. 987,970,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21737|2026|987970000|FEDERAL HEALTH AND HUMAN SERVICES ACCOUNT - 25122
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Health and Human Services Account - 25122,21742,2026,5000000,0,appropriation,225,47.0,2026-27,"(21742) ...................................... 5,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21742|2026|5000000|FEDERAL HEALTH AND HUMAN SERVICES ACCOUNT - 25122
EDUCATION DEPARTMENT,AID TO LOCALITIES,general fund,Federal Health and Human Services Account - 25122,21826,2026,5000000,0,appropriation,225,57.0,2026-27,"(21826) ...................................... 5,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21826|2026|5000000|FEDERAL HEALTH AND HUMAN SERVICES ACCOUNT - 25122
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal USDA-Food and Nutrition Services Account - 25026,21703,2026,2193600000,0,appropriation,226,7.0,2026-27,"national school lunch act (21703) ........ 2,193,600,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21703|2026|2193600000|FEDERAL USDA-FOOD AND NUTRITION SERVICES ACCOUNT - 25026
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal USDA-Food and Nutrition Services Account - 25026,21700,2026,20000000,0,appropriation,226,27.0,2026-27,"director of the budget (21700) .............. 20,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21700|2026|20000000|FEDERAL USDA-FOOD AND NUTRITION SERVICES ACCOUNT - 25026
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal USDA-Food and Nutrition Services Account - 25026,55926,2026,120000,0,appropriation,226,38.0,2026-27,"(55926) ........................................ 120,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|55926|2026|120000|FEDERAL USDA-FOOD AND NUTRITION SERVICES ACCOUNT - 25026
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal USDA-Food and Nutrition Services Account - 25026,23367,2026,1456000000,0,appropriation,226,51.0,2026-27,"of the state finance law (23367) ......... 1,456,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23367|2026|1456000000|FEDERAL USDA-FOOD AND NUTRITION SERVICES ACCOUNT - 25026
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,State Lottery Account - 20901,56140,2026,137600000,0,appropriation,227,2.0,2026-27,"97-nnnn of the state finance law (56140) ... 137,600,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|56140|2026|137600000|STATE LOTTERY ACCOUNT - 20901
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,State Lottery Account - 20901,21735,2026,2214980000,0,appropriation,227,20.0,2026-27,"(21735) .................................. 2,214,980,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21735|2026|2214980000|STATE LOTTERY ACCOUNT - 20901
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,State Lottery Account - 20901,23460,2026,20000,0,appropriation,227,23.0,2026-27,"(23460) ......................................... 20,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23460|2026|20000|STATE LOTTERY ACCOUNT - 20901
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,State Lottery Account - 20901,23495,2026,240000000,0,appropriation,227,26.0,2026-27,"(23495) .................................... 240,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23495|2026|240000000|STATE LOTTERY ACCOUNT - 20901
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,State Lottery Account - 20901,23494,2026,1106000000,0,appropriation,227,39.0,2026-27,"finance law (23494) ...................... 1,106,000,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23494|2026|1106000000|STATE LOTTERY ACCOUNT - 20901
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,State Lottery Account - 20901,21709,2026,1294911000,0,appropriation,228,2.0,2026-27,"(21709) .................................. 1,294,911,000",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21709|2026|1294911000|STATE LOTTERY ACCOUNT - 20901
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21713,2025,54000000,50663000,reappropriation,229,6.0,2026-27,"10 54,000,000 ....................................... (re. $50,663,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21713|2025|54000000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21856,2025,16000000,13194000,reappropriation,229,11.0,2026-27,"12 16,000,000 ....................................... (re. $13,194,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21856|2025|16000000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21854,2025,1000000,1000000,reappropriation,229,13.0,2026-27,"14 1,000,000 ......................................... (re. $1,000,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21854|2025|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21741,2025,15160000,15160000,reappropriation,229,15.0,2026-27,"19 (21741) ... 15,160,000 ........................... (re. $15,160,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21741|2025|15160000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23411,2025,1843000,1400000,reappropriation,229,20.0,2026-27,"23 department (23411) ... 1,843,000 .................. (re. $1,400,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23411|2025|1843000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23410,2025,9293000,9293000,reappropriation,229,24.0,2026-27,"31 9,293,000 ......................................... (re. $9,293,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23410|2025|9293000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21713,2024,54000000,39966000,reappropriation,229,33.0,2026-27,"37 54,000,000 ....................................... (re. $39,966,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21713|2024|54000000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21856,2024,16000000,703000,reappropriation,229,38.0,2026-27,"39 16,000,000 .......................................... (re. $703,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21856|2024|16000000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21854,2024,1000000,1000000,reappropriation,229,40.0,2026-27,"41 1,000,000 ......................................... (re. $1,000,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21854|2024|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,21741,2024,15160000,15160000,reappropriation,229,42.0,2026-27,"46 (21741) ... 15,160,000 ........................... (re. $15,160,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21741|2024|15160000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23411,2024,1843000,238000,reappropriation,229,47.0,2026-27,"50 (23411) ... 1,843,000 ............................... (re. $238,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23411|2024|1843000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,23410,2024,9293000,5741000,reappropriation,229,51.0,2026-27,"58 9,293,000 ......................................... (re. $5,741,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23410|2024|9293000|LOCAL ASSISTANCE ACCOUNT - 10000
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21713,2023,54000000,6397000,reappropriation,230,60.0,2026-27,"4 54,000,000 ........................................ (re. $6,397,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21713|2023|54000000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21854,2023,1000000,117000,reappropriation,230,5.0,2026-27,"6 1,000,000 ........................................... (re. $117,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21854|2023|1000000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21741,2023,15160000,10665000,reappropriation,230,7.0,2026-27,"11 (21741) ... 15,160,000 ........................... (re. $10,665,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21741|2023|15160000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23411,2023,1843000,1464000,reappropriation,230,12.0,2026-27,"15 (23411) ... 1,843,000 ............................. (re. $1,464,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23411|2023|1843000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23410,2023,7793000,293000,reappropriation,230,16.0,2026-27,"23 7,793,000 ........................................... (re. $293,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23410|2023|7793000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21713,2022,54000000,14000,reappropriation,230,25.0,2026-27,"30 54,000,000 ........................................... (re. $14,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21713|2022|54000000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21741,2022,15160000,5000,reappropriation,230,31.0,2026-27,"35 (21741) ... 15,160,000 ................................ (re. $5,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21741|2022|15160000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23411,2022,1843000,16000,reappropriation,230,36.0,2026-27,"39 (23411) ... 1,843,000 ................................ (re. $16,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23411|2022|1843000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23411,2021,1843000,4000,reappropriation,230,41.0,2026-27,"46 (23411) ... 1,843,000 ................................. (re. $4,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|23411|2021|1843000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21713,2025,72100000,72100000,reappropriation,230,52.0,2026-27,"54 ... 72,100,000 ................................... (re. $72,100,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21713|2025|72100000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21856,2025,2572000,2572000,reappropriation,230,55.0,2026-27,"56 2,572,000 ......................................... (re. $2,572,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21856|2025|2572000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21741,2025,2500000,2500000,reappropriation,230,57.0,2026-27,"58 2,500,000 ......................................... (re. $2,500,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21741|2025|2500000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21734,2025,48704000,48704000,reappropriation,230,59.0,2026-27,"61 investment act (21734) ... 48,704,000 ............ (re. $48,704,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21734|2025|48704000|FEDERAL DEPARTMENT OF EDUCATION ACCOUNT - 25210
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21713,2024,70000000,43781000,reappropriation,231,2.0,2026-27,"4 70,000,000 ....................................... (re. $43,781,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21713|2024|70000000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21856,2024,2572000,2396000,reappropriation,231,5.0,2026-27,"6 2,572,000 ......................................... (re. $2,396,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21856|2024|2572000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21741,2024,2500000,1686000,reappropriation,231,7.0,2026-27,"8 2,500,000 ......................................... (re. $1,686,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21741|2024|2500000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21734,2024,48704000,34917000,reappropriation,231,9.0,2026-27,"11 investment act (21734) ... 48,704,000 ............ (re. $34,917,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21734|2024|48704000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21734,2023,48704000,8354000,reappropriation,231,13.0,2026-27,"16 investment act (21734) ... 48,704,000 ............. (re. $8,354,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21734|2023|48704000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2025,4755000,4755000,reappropriation,231,22.0,2026-27,"24 (21852) ... 4,755,000 ............................. (re. $4,755,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2025|4755000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2024,4755000,4755000,reappropriation,231,26.0,2026-27,"28 (21852) ... 4,755,000 ............................. (re. $4,755,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2024|4755000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2023,6871000,6871000,reappropriation,231,30.0,2026-27,"32 (21852) ... 6,871,000 ............................. (re. $6,871,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2023|6871000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2022,6871000,6099000,reappropriation,231,34.0,2026-27,"36 (21852) ... 6,871,000 ............................. (re. $6,099,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2022|6871000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2021,11760000,5737000,reappropriation,231,38.0,2026-27,"40 (21852) ... 11,760,000 ............................ (re. $5,737,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2021|11760000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2025,698000,698000,reappropriation,231,46.0,2026-27,"48 (21852) ... 698,000 ................................. (re. $698,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2025|698000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2024,698000,698000,reappropriation,231,50.0,2026-27,"52 (21852) ... 698,000 ................................. (re. $698,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2024|698000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2023,698000,698000,reappropriation,231,54.0,2026-27,"56 (21852) ... 698,000 ................................. (re. $698,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2023|698000|VESID SOCIAL SECURITY ACCOUNT - 22001
EDUCATION DEPARTMENT,AID TO LOCALITIES,Special Revenue Funds - Other,VESID Social Security Account - 22001,21852,2022,698000,652000,reappropriation,231,58.0,2026-27,"60 (21852) ... 698,000 ................................. (re. $652,000)",ATL 26-27 Executive.pdf,False,,EDUCATION DEPARTMENT|21852|2022|698000|VESID SOCIAL SECURITY ACCOUNT - 22001
