agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,record_type,page_number,line_number,fiscal_year,raw_line,source_file,has_underlined_content,underlined_text,composite_key
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Social Services Block Grant Account - 25182,60588,2026,17000000,0,appropriation,351,9.0,2026-27,"the department of health (60588) ............ 17,000,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60588|2026|17000000|SOCIAL SERVICES BLOCK GRANT ACCOUNT - 25182
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Social Services Block Grant Account - 25182,14013,2026,220500,0,appropriation,351,15.0,2026-27,"(14013) ........................................ 220,500",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14013|2026|220500|SOCIAL SERVICES BLOCK GRANT ACCOUNT - 25182
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Social Services Block Grant Account - 25182,60616,2026,1800000,0,appropriation,351,17.0,2026-27,"ing (60616) .................................. 1,800,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60616|2026|1800000|SOCIAL SERVICES BLOCK GRANT ACCOUNT - 25182
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Social Services Block Grant Account - 25182,60617,2026,7500000,0,appropriation,351,19.0,2026-27,"ation (60617) ................................ 7,500,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60617|2026|7500000|SOCIAL SERVICES BLOCK GRANT ACCOUNT - 25182
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Social Services Block Grant Account - 25182,60608,2026,5000000,0,appropriation,351,21.0,2026-27,"of Greater Rochester-TogetherNow (60608) ...... 5,000,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60608|2026|5000000|SOCIAL SERVICES BLOCK GRANT ACCOUNT - 25182
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,IV-e Account - 25175,13985,2026,150000000,0,appropriation,354,3.0,2026-27,"the social services law (13985) ............ 150,000,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13985|2026|150000000|IV-E ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Other,Children and Family Trust Fund Account - 20128,13955,2026,868900000,0,appropriation,356,3.0,2026-27,"or the judiciary (13955) ................... 868,900,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13955|2026|868900000|CHILDREN AND FAMILY TRUST FUND ACCOUNT - 20128
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Other,Children and Family Trust Fund Account - 20128,14015,2026,3459000,0,appropriation,356,31.0,2026-27,"(14015) ...................................... 3,459,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14015|2026|3459000|CHILDREN AND FAMILY TRUST FUND ACCOUNT - 20128
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Other,Children and Family Trust Fund Account - 20128,13911,2026,20000000,0,appropriation,356,46.0,2026-27,"the budget (13911) .......................... 20,000,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13911|2026|20000000|CHILDREN AND FAMILY TRUST FUND ACCOUNT - 20128
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,13953,2026,350000,0,appropriation,357,3.0,2026-27,"state education department (13953) ............. 350,000",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13953|2026|350000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,13984,2026,4815800,0,appropriation,357,59.0,2026-27,"fiscal year 2026-27 (13984) .................. 4,815,800",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13984|2026|4815800|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,13907,2025,1410740000,1410740000,reappropriation,361,6.0,2026-27,"13 1,410,740,000 ................................. (re. $1,410,740,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13907|2025|1410740000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,13926,2025,250000,250000,reappropriation,361,14.0,2026-27,"22 appropriation (13926) ... 250,000 ................... (re. $250,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13926|2025|250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,14033,2025,1433000,1433000,reappropriation,361,23.0,2026-27,"29 1,433,000 ......................................... (re. $1,433,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14033|2025|1433000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,14052,2025,1266000,1266000,reappropriation,361,30.0,2026-27,"35 1,266,000 ......................................... (re. $1,266,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14052|2025|1266000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,14034,2025,1750000,1750000,reappropriation,361,36.0,2026-27,"47 (14034) ... 1,750,000 ............................. (re. $1,750,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14034|2025|1750000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,14032,2025,2750000,2750000,reappropriation,361,48.0,2026-27,"57 2,750,000 ......................................... (re. $2,750,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14032|2025|2750000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,60582,2025,1000000,1000000,reappropriation,362,58.0,2026-27,"3 1,000,000 ......................................... (re. $1,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60582|2025|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,60583,2025,4800000,4800000,reappropriation,362,4.0,2026-27,"11 4,800,000 ......................................... (re. $4,800,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60583|2025|4800000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,60644,2025,2500000,2500000,reappropriation,362,12.0,2026-27,"17 ... 2,500,000 ..................................... (re. $2,500,000)",ATL 26-27 Executive.pdf,True,contractors for the purposes of administering the program (60644),DEPARTMENT OF FAMILY ASSISTANCE|60644|2025|2500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,60647,2025,500000,500000,reappropriation,362,18.0,2026-27,"24 500,000 ............................................. (re. $500,000)",ATL 26-27 Executive.pdf,True,and management of the program (60647) ..............................,DEPARTMENT OF FAMILY ASSISTANCE|60647|2025|500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,60589,2025,5000000,4999000,reappropriation,363,25.0,2026-27,"25 fashion (60589) ... 5,000,000 ..................... (re. $4,999,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60589|2025|5000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,60590,2025,5000000,5000000,reappropriation,364,27.0,2026-27,"32 5,000,000 ......................................... (re. $5,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60590|2025|5000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,60591,2025,1250000,1250000,reappropriation,365,33.0,2026-27,"13 1,250,000 ......................................... (re. $1,250,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60591|2025|1250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,60592,2025,600000,600000,reappropriation,365,14.0,2026-27,"53 (60592) ... 600,000 ................................. (re. $600,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60592|2025|600000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,13907,2024,997170000,309592000,reappropriation,367,55.0,2026-27,"12 fiscal year. (13907) ... 997,170,000 ............ (re. $309,592,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13907|2024|997170000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,13926,2024,250000,68000,reappropriation,367,13.0,2026-27,"21 ation (13926) ... 250,000 ............................ (re. $68,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13926|2024|250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14034,2024,1750000,1750000,reappropriation,367,22.0,2026-27,"33 (14034) ... 1,750,000 ............................. (re. $1,750,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14034|2024|1750000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14032,2024,2750000,2750000,reappropriation,367,34.0,2026-27,"43 2,750,000 ......................................... (re. $2,750,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14032|2024|2750000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,60582,2024,1000000,1000000,reappropriation,367,44.0,2026-27,"48 1,000,000 ......................................... (re. $1,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60582|2024|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,60583,2024,4800000,4800000,reappropriation,367,49.0,2026-27,"56 4,800,000 ......................................... (re. $4,800,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60583|2024|4800000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,60589,2024,5000000,3157000,reappropriation,368,57.0,2026-27,"57 5,000,000 ......................................... (re. $3,157,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60589|2024|5000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,60590,2024,5000000,1615000,reappropriation,370,58.0,2026-27,"2 5,000,000 ......................................... (re. $1,615,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60590|2024|5000000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,60591,2024,1250000,436000,reappropriation,370,3.0,2026-27,"42 1,250,000 ........................................... (re. $436,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60591|2024|1250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14033,2024,1433000,1433000,reappropriation,370,44.0,2026-27,"52 1,433,000 ......................................... (re. $1,433,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14033|2024|1433000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14052,2024,1266000,1266000,reappropriation,370,53.0,2026-27,"58 1,266,000 ......................................... (re. $1,266,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14052|2024|1266000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,13907,2023,459557000,8041000,reappropriation,372,1.0,2026-27,"32 FFY (13907) ... 459,557,000 ....................... (re. $8,041,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13907|2023|459557000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,13926,2023,250000,240000,reappropriation,372,33.0,2026-27,"41 ation (13926) ... 250,000 ........................... (re. $240,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13926|2023|250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14034,2023,1500000,7000,reappropriation,372,42.0,2026-27,"53 (14034) ... 1,500,000 ................................. (re. $7,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14034|2023|1500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14032,2023,2500000,283000,reappropriation,373,54.0,2026-27,"4 2,500,000 ........................................... (re. $283,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14032|2023|2500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,60583,2023,4800000,4800000,reappropriation,373,5.0,2026-27,"12 4,800,000 ......................................... (re. $4,800,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60583|2023|4800000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14033,2023,1312000,1312000,reappropriation,373,14.0,2026-27,"22 1,312,000 ......................................... (re. $1,312,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14033|2023|1312000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14052,2023,1090000,1090000,reappropriation,373,23.0,2026-27,"28 1,090,000 ......................................... (re. $1,090,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14052|2023|1090000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,13926,2022,250000,2000,reappropriation,373,30.0,2026-27,"39 ation (13926) ... 250,000 ............................. (re. $2,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13926|2022|250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14033,2022,1250000,1250000,reappropriation,373,40.0,2026-27,"46 1,250,000 ......................................... (re. $1,250,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14033|2022|1250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14052,2022,1000200,1000200,reappropriation,373,47.0,2026-27,"52 1,000,200 ......................................... (re. $1,000,200)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14052|2022|1000200|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14034,2022,750000,750000,reappropriation,374,53.0,2026-27,"5 (14034) ... 750,000 ................................. (re. $750,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14034|2022|750000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14032,2022,1250000,221000,reappropriation,374,6.0,2026-27,"15 1,250,000 ........................................... (re. $221,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14032|2022|1250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,60547,2022,1500000,1500000,reappropriation,375,17.0,2026-27,"33 in a timely fashion (60547) ... 1,500,000 ......... (re. $1,500,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60547|2022|1500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,60548,2022,1500000,1478000,reappropriation,376,34.0,2026-27,"48 in a timely fashion (60548) ... 1,500,000 ......... (re. $1,478,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|60548|2022|1500000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14033,2021,1250000,1250000,reappropriation,376,50.0,2026-27,"57 1,250,000 ......................................... (re. $1,250,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14033|2021|1250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14052,2021,1000200,1000200,reappropriation,377,58.0,2026-27,"4 1,000,200 ......................................... (re. $1,000,200)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14052|2021|1000200|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14034,2021,750000,750000,reappropriation,377,5.0,2026-27,"16 (14034) ... 750,000 ................................. (re. $750,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14034|2021|750000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,13926,2020,250000,32000,reappropriation,377,18.0,2026-27,"27 ation (13926) ... 250,000 ............................ (re. $32,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13926|2020|250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14033,2020,1250000,1250000,reappropriation,377,28.0,2026-27,"34 1,250,000 ......................................... (re. $1,250,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14033|2020|1250000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14052,2020,1000200,1000200,reappropriation,377,35.0,2026-27,"40 1,000,200 ......................................... (re. $1,000,200)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14052|2020|1000200|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,14034,2020,750000,750000,reappropriation,377,41.0,2026-27,"52 (14034) ... 750,000 ................................. (re. $750,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14034|2020|750000|LOCAL ASSISTANCE ACCOUNT - 10000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Day Care Account - 25175,14033,2019,2500000,540000,reappropriation,378,54.0,2026-27,"2 2,500,000 ........................................... (re. $540,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14033|2019|2500000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Day Care Account - 25175,14052,2019,2000400,1622000,reappropriation,378,3.0,2026-27,"8 2,000,400 ......................................... (re. $1,622,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|14052|2019|2000400|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Day Care Account - 25175,13900,2015,3481000,63000,reappropriation,378,10.0,2026-27,"17 ... 3,481,000 ........................................ (re. $63,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13900|2015|3481000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Federal Day Care Account - 25175,13950,2025,753637000,529214000,reappropriation,381,23.0,2026-27,"13 753,637,000 ..................................... (re. $529,214,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13950|2025|753637000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Federal Day Care Account - 25175,13950,2024,753637000,249255000,reappropriation,384,15.0,2026-27,"6 753,637,000 ..................................... (re. $249,255,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13950|2024|753637000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Federal Day Care Account - 25175,13950,2023,621699000,99303000,reappropriation,387,8.0,2026-27,"3 621,699,000 ...................................... (re. $99,303,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13950|2023|621699000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Federal Day Care Account - 25175,15260,2023,105938000,105494000,reappropriation,387,4.0,2026-27,"30 ... 105,938,000 ................................. (re. $105,494,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|15260|2023|105938000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Federal Day Care Account - 25175,13950,2022,521699000,66633000,reappropriation,390,32.0,2026-27,"12 521,699,000 ...................................... (re. $66,633,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13950|2022|521699000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Federal Day Care Account - 25175,15260,2022,105938000,104825000,reappropriation,390,13.0,2026-27,"45 105,938,000 ..................................... (re. $104,825,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|15260|2022|105938000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Federal Day Care Account - 25175,13950,2021,521699000,118600000,reappropriation,393,47.0,2026-27,"30 521,699,000 ..................................... (re. $118,600,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|13950|2021|521699000|FEDERAL DAY CARE ACCOUNT - 25175
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,general fund,Federal Environmental Protection Agency Grants Account - 25490,15260,2021,105938000,74223000,reappropriation,394,31.0,2026-27,"4 105,938,000 ...................................... (re. $74,223,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|15260|2021|105938000|FEDERAL ENVIRONMENTAL PROTECTION AGENCY GRANTS ACCOUNT - 25490
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Environmental Protection Agency Grants Account - 25490,15017,2025,5000000,5000000,reappropriation,394,10.0,2026-27,"14 nation act (15017) ... 5,000,000 .................. (re. $5,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|15017|2025|5000000|FEDERAL ENVIRONMENTAL PROTECTION AGENCY GRANTS ACCOUNT - 25490
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Environmental Protection Agency Grants Account - 25490,15017,2024,5000000,5000000,reappropriation,394,16.0,2026-27,"20 nation act (15017) ... 5,000,000 .................. (re. $5,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|15017|2024|5000000|FEDERAL ENVIRONMENTAL PROTECTION AGENCY GRANTS ACCOUNT - 25490
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Environmental Protection Agency Grants Account - 25490,15017,2023,5000000,5000000,reappropriation,394,22.0,2026-27,"26 nation act (15017) ... 5,000,000 .................. (re. $5,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|15017|2023|5000000|FEDERAL ENVIRONMENTAL PROTECTION AGENCY GRANTS ACCOUNT - 25490
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Environmental Protection Agency Grants Account - 25490,15017,2022,5000000,5000000,reappropriation,394,28.0,2026-27,"32 nation act (15017) ... 5,000,000 .................. (re. $5,000,000)",ATL 26-27 Executive.pdf,False,,DEPARTMENT OF FAMILY ASSISTANCE|15017|2022|5000000|FEDERAL ENVIRONMENTAL PROTECTION AGENCY GRANTS ACCOUNT - 25490
