approp_id,chapter_year,program,fund,approp_amount,reapprop_amount,enacted_page
21848,2023,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,14027000.0,1403000,268
55912,2023,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,375000.0,375000,268
55942,2023,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,112500.0,112500,268
21846,2022,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,96127000.0,136000,268
55912,2022,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,375000.0,375000,268
55942,2022,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,112500.0,112500,268
55942,2021,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,75000.0,43000,268
55942,2020,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,75000.0,46000,268
21846,2019,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,91627000.0,188000,268
55942,2017,CULTURAL EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,75000.0,75000,269
21851,2023,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Federal; Federal Miscellaneous Operating Grants Fund; Federal Operating Grants Account - 25456,5400000.0,5400000,269
21851,2022,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Federal; Federal Miscellaneous Operating Grants Fund; Federal Operating Grants Account - 25456,5400000.0,3832000,269
21851,2021,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Federal; Federal Miscellaneous Operating Grants Fund; Federal Operating Grants Account - 25456,5400000.0,392000,269
21851,2020,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Federal; Federal Miscellaneous Operating Grants Fund; Federal Operating Grants Account - 25456,5400000.0,1514000,269
21851,2019,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Federal; Federal Miscellaneous Operating Grants Fund; Federal Operating Grants Account - 25456,5400000.0,247000,269
21849,2023,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,8346000.0,8346000,269
21850,2023,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,461000.0,442000,269
21849,2022,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,8346000.0,3389000,270
21850,2022,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,461000.0,393000,270
21849,2021,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,8346000.0,3611000,270
21850,2021,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,461000.0,372000,270
21849,2020,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,8346000.0,8346000,270
21850,2020,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,461000.0,388000,270
21849,2019,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,8346000.0,5255000,270
21850,2019,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,461000.0,9000,270
21849,2018,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,8346000.0,2651000,270
21849,2017,CULTURAL EDUCATION PROGRAM,Special Revenue Funds - Other; New York State Local Government Records Management Improvement Fund; Local Government Records Management Account - 20501,8346000.0,4124000,270
21785,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,368000.0,368000,272
21830,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,24238360.0,24238360,271
21831,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,35129000.0,12296000,271
21832,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,46896420.0,40191000,271
21834,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,20871680.0,19694000,271
21835,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,15816390.0,14270000,271
21837,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,450000.0,450000,271
21838,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,941000.0,941000,271
23344,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,2000000.0,2000000,272
23379,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,350000.0,350000,272
23380,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,200000.0,200000,272
55913,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,7920000.0,7920000,271
,2023,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,750000.0,750000,272
21785,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,368000.0,290000,273
21830,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,24238360.0,18904000,272
21832,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,46896420.0,14284000,272
21834,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,20871680.0,9482000,272
21835,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,15816390.0,5484000,272
23344,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,2000000.0,1019000,273
55913,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,7920000.0,4865000,272
,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,350000.0,190000,273
,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,50000.0,50000,273
,2022,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,750000.0,750000,273
21785,2021,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,184000.0,50000,274
21830,2021,OFFICE OF HIGHER EDUCATION AND THE PROFESSIONS PROGRAM,General Fund; Local Assistance Account - 10000,18361860.0,5757000,273
