status,match_pass,similarity_score,agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,General Fund,State Purposes Account - 10050,21710,2024,152000,142000,"37 By chapter 50, section 1, of the laws of 2024:
38 For services and expenses of the office of higher education and the
39 professions program, including up to $5,700,000 for services and
40 expenses related to tenured teacher hearings pursuant to sections
41 3020-a and 3020-b of the education law (21710).
42 Travel (54000) ... 152,000 ............................ (re. $142,000)",163,37.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21710|2024|152000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,General Fund,State Purposes Account - 10050,23419,2024,731000,731000,"13 For administration of federal grants pursuant to various federal laws
14 including, but not limited to, title II supporting effective
15 instruction. Provided further that, notwithstanding any inconsistent
16 provision of law, the commissioner of education shall provide to the
17 director of the budget, the chairperson of the senate finance
18 committee and the chairperson of the assembly ways and means commit-
19 tee copies of any spending plans and/or budgets submitted to the
20 federal government with respect to the use of any funds appropriated
21 by the federal government including state grants administered by the
22 department.
23 Notwithstanding any inconsistent provision of law, a portion of this
24 appropriation may be suballocated to other state departments and
25 agencies, subject to the approval of the director of the budget, as
26 needed to accomplish the intent of this appropriation (23419).
27 Personal service (50000) ... 731,000 .................. (re. $731,000)",164,13.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23419|2024|731000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,General Fund,State Purposes Account - 10050,21710,2023,275000,52000,"31 By chapter 50, section 1, of the laws of 2023:
32 For administration of federal grants pursuant to various federal laws
33 including the Carl D. Perkins vocational and applied technology
34 education act (VTEA).
35 Notwithstanding any inconsistent provision of law, a portion of this
36 appropriation may be suballocated to other state departments and
37 agencies, subject to the approval of the director of the budget, as
38 needed to accomplish the intent of this appropriation (21710).
39 Personal service (50000) ... 275,000 ................... (re. $52,000)",164,31.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21710|2023|275000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Account - 25456,21710,2022,275000,22000,"43 By chapter 50, section 1, of the laws of 2022:
44 For administration of federal grants pursuant to various federal laws
45 including the Carl D. Perkins vocational and applied technology
46 education act (VTEA).
47 Notwithstanding any inconsistent provision of law, a portion of this
48 appropriation may be suballocated to other state departments and
49 agencies, subject to the approval of the director of the budget, as
50 needed to accomplish the intent of this appropriation (21710).
AB
165 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Personal service (50000) ... 275,000 ................... (re. $22,000)",165,43.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21710|2022|275000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Account - 25456,21710,2024,387000,387000,"8 By chapter 50, section 1, of the laws of 2024:
9 For administration of federal grants pursuant to various federal laws
10 including the national community service act and the transition to
11 teaching program (21710).
12 Personal service (50000) ... 387,000 .................. (re. $387,000)",165,8.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21710|2024|387000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Account - 25456,21710,2024,28757000,5937000,"19 By chapter 50, section 1, of the laws of 2024:
20 For services and expenses related to licensure and disciplining
21 programs for the professions, and foreign and out-of-state medical
22 school evaluations (21710).
23 Personal service--regular (50100) ... 28,757,000 .... (re. $5,937,000)",165,19.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21710|2024|28757000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,21744,2024,2962000,967000,"28 By chapter 50, section 1, of the laws of 2024:
29 For services and expenses related to the administration of special
30 revenue funds - other and internal service funds and for services
31 provided to other state agencies, governmental bodies and other
32 entities (21744).
33 Contractual services (51000) ... 2,962,000 ............ (re. $967,000)",166,28.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21744|2024|2962000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,21700,2024,21653000,9725000,"37 By chapter 50, section 1, of the laws of 2024:
38 For services and expenses of the office of prekindergarten through
39 grade twelve education program, including but not limited to
40 accountability activities including but not limited to the develop-
41 ment of a school performance management system that will streamline
42 school district reporting and increase fiscal and programmatic tran-
43 sparency and accountability, provided further that expenditures for
44 accountability activities shall be pursuant to a plan developed by
AB
167 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 the commissioner of education and approved by the director of the
2 budget (21700).
3 Personal service--regular (50100) ... 21,653,000 .... (re. $9,725,000)",167,37.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21700|2024|21653000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,55928,2024,835000,35000,"18 For services and expenses of the office of family and community
19 engagement (55928).
20 Contractual services (51000) ... 835,000 ............... (re. $35,000)",167,18.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55928|2024|835000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,55929,2024,1502000,197000,"21 For services and expenses of the state office of religious and inde-
22 pendent schools (55929).
23 Contractual services (51000) ... 1,502,000 ............ (re. $197,000)",167,21.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55929|2024|1502000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,23378,2024,150000,150000,"5 For services and expenses of a fiscal consultant for the Rochester
6 City School District. Such fiscal consultant shall be appointed by,
7 and serve at the pleasure of, the Commissioner of Education (23378).
8 Contractual services (51000) ... 150,000 .............. (re. $150,000)",168,5.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23378|2024|150000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,23315,2024,500000,500000,"15 For services and expenses to support the development and implementa-
16 tion of the translation of grades 3-8 English language arts and math
17 state assessments and the regents examinations (23315).
18 Contractual services (51000) ... 500,000 .............. (re. $500,000)",168,15.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23315|2024|500000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,55928,2023,808000,8000,"39 For services and expenses of the office of family and community
40 engagement (55928).
41 Contractual services (51000) ... 808,000 ................ (re. $8,000)",168,39.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55928|2023|808000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,55929,2023,1461000,31000,"42 For services and expenses of the state office of religious and inde-
43 pendent schools (55929).
44 Contractual services (51000) ... 1,461,000 ............. (re. $31,000)",168,42.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55929|2023|1461000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,55928,2022,800000,800000,"41 For services and expenses of the office of family and community
42 engagement (55928).
43 Contractual services (51000) ... 800,000 .............. (re. $800,000)",169,41.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55928|2022|800000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Cost Recovery Account - 21978,55929,2022,1457000,537000,"44 For services and expenses of the state office of religious and inde-
45 pendent schools (55929).
46 Contractual services (51000) ... 1,457,000 ............ (re. $537,000)",169,44.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55929|2022|1457000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,55928,2021,800000,138000,"50 By chapter 50, section 1, of the laws of 2021:
AB
170 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 For services and expenses of the Office of Family and Community
2 Engagement (55928) ... 800,000 ...................... (re. $138,000)",170,50.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55928|2021|800000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,55929,2021,800000,4000,"3 For services and expenses of the state office of religious and inde-
4 pendent schools (55929) ... 800,000 ................... (re. $4,000)",170,3.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55929|2021|800000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,55931,2021,225000,224000,"5 For continued support of state monitors appointed by the commissioner
6 of education (55931) ... 225,000 .................... (re. $224,000)",170,5.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55931|2021|225000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,55929,2020,800000,151000,"10 For services and expenses of the state office of religious and inde-
11 pendent schools (55929) ... 800,000 ................. (re. $151,000)",170,10.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55929|2020|800000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,55931,2020,225000,220000,"12 For continued support of state monitors appointed by the commissioner
13 of education (55931) ... 225,000 .................... (re. $220,000)",170,12.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55931|2020|225000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,55931,2019,225000,217000,"14 By chapter 50, section 1, of the laws of 2019, as amended by chapter 50,
15 section 1, of the laws of 2020:
16 For continued support of state monitors appointed by the commissioner
17 of education (55931) ... 225,000 .................... (re. $217,000)",170,14.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55931|2019|225000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,55901,2015,89000,89000,"28 By chapter 50, section 1, of the laws of 2015, as amended by chapter 50,
29 section 1, of the laws of 2018:
30 For additional services and expenses related to implementing section
31 3012-d of the education law, pursuant to a plan approved by the
32 director of the budget. Funds appropriated herein may be used to
33 acquire the services of experts including educators, testing
34 experts, psychometricians and economists to support the design of
35 additional state measures, the development of growth models and all
36 other aspects of the teacher and principal evaluation system (55901)
37 Personal service--regular (50100) ... 89,000 ........... (re. $89,000)",170,28.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|55901|2015|89000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23417,2023,3027000,1719000,"50 For the administration of grants for specific programs including, but
51 not limited to, the English language acquisition program pursuant to
AB
175 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 title III of the elementary and secondary education act. Provided
2 further that, notwithstanding any inconsistent provision of law, the
3 commissioner of education shall provide to the director of the budg-
4 et, the chairperson of the senate finance committee and the chair-
5 person of the assembly ways and means committee copies of any spend-
6 ing plans and/or budgets submitted to the federal government with
7 respect to the use of any funds appropriated by the federal govern-
8 ment including state grants administered by the department.
9 Notwithstanding any inconsistent provision of law, a portion of this
10 appropriation may be suballocated to other state departments and
11 agencies, subject to the approval of the director of the budget, as
12 needed to accomplish the intent of this appropriation (23417).
13 Personal service (50000) ... 3,027,000 .............. (re. $1,719,000)",175,50.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23417|2023|3027000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23415,2023,1517000,1517000,"36 For the administration of grants for specific programs including, but
37 not limited to, public charter schools pursuant to title IV of the
38 elementary and secondary education act. Provided further that,
39 notwithstanding any inconsistent provision of law, the commissioner
40 of education shall provide to the director of the budget, the chair-
41 person of the senate finance committee and the chairperson of the
42 assembly ways and means committee copies of any spending plans
43 and/or budgets submitted to the federal government with respect to
44 the use of any funds appropriated by the federal government includ-
45 ing state grants administered by the department.
46 Notwithstanding any inconsistent provision of law, a portion of this
47 appropriation may be suballocated to other state departments and
48 agencies, subject to the approval of the director of the budget, as
49 needed to accomplish the intent of this appropriation (23415).
50 Personal service (50000) ... 1,517,000 .............. (re. $1,517,000)",175,36.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23415|2023|1517000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23414,2023,7024000,4307000,"2 For the administration of grants for specific programs including, but
3 not limited to, improving academic achievement, pursuant to title I
4 of the elementary and secondary education act, and the rural educa-
5 tion initiative pursuant to title V of the elementary and secondary
6 education act. Provided further that, notwithstanding any inconsist-
7 ent provision of law, the commissioner of education shall provide to
8 the director of the budget, the chairperson of the senate finance
9 committee and the chairperson of the assembly ways and means commit-
10 tee copies of any spending plans and/or budgets submitted to the
11 federal government with respect to the use of any funds appropriated
12 by the federal government including state grants administered by the
13 department.
14 Notwithstanding any inconsistent provision of law, a portion of this
15 appropriation may be suballocated to other state departments and
16 agencies, subject to the approval of the director of the budget, as
17 needed to accomplish the intent of this appropriation (23414).
18 Personal service (50000) ... 7,024,000 .............. (re. $4,307,000)",176,2.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23414|2023|7024000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23413,2023,400000,3000,"22 For the administration of grants for specific programs including, but
23 not limited to, homeless education pursuant to title VII of the
24 McKinney-Vento homeless assistance act.
25 Notwithstanding any inconsistent provision of law, a portion of this
26 appropriation may be suballocated to other state departments and
27 agencies, subject to the approval of the director of the budget, as
28 needed to accomplish the intent of this appropriation (23413).
29 Personal service (50000) ... 400,000 .................... (re. $3,000)",176,22.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23413|2023|400000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23418,2022,5300000,3896000,"30 For the administration of grants for specific programs including, but
31 not limited to, supporting effective instruction pursuant to title
32 II of the elementary and secondary education act provided, however,
33 that a portion of the funds appropriated herein shall be used to
34 implement a plan to improve educator effectiveness by (1) requiring
35 longer, more intensive and high quality student-teaching experience
36 in a school setting as a prerequisite for certification as a teacher
37 and (2) creating standards for a teacher and principal bar exam
38 certification program that would include a common set of profes-
39 sionally rigorous assessments to ensure the best prepared educators
40 are entering the public school system. Provided further that,
41 notwithstanding any inconsistent provision of law, the commissioner
42 of education shall provide to the director of the budget, the chair-
43 person of the senate finance committee and the chairperson of the
44 assembly ways and means committee copies of any spending plans
45 and/or budgets submitted to the federal government with respect to
46 the use of any funds appropriated by the federal government includ-
47 ing state grants administered by the department.
48 Notwithstanding any inconsistent provision of law, a portion of this
49 appropriation may be suballocated to other state departments and
50 agencies, subject to the approval of the director of the budget, as
51 needed to accomplish the intent of this appropriation (23418).
AB
178 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Personal service (50000) ... 5,300,000 .............. (re. $3,896,000)",178,30.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23418|2022|5300000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23417,2022,3000000,2104000,"5 For the administration of grants for specific programs including, but
6 not limited to, the English language acquisition program pursuant to
7 title III of the elementary and secondary education act. Provided
8 further that, notwithstanding any inconsistent provision of law, the
9 commissioner of education shall provide to the director of the budg-
10 et, the chairperson of the senate finance committee and the chair-
11 person of the assembly ways and means committee copies of any spend-
12 ing plans and/or budgets submitted to the federal government with
13 respect to the use of any funds appropriated by the federal govern-
14 ment including state grants administered by the department.
15 Notwithstanding any inconsistent provision of law, a portion of this
16 appropriation may be suballocated to other state departments and
17 agencies, subject to the approval of the director of the budget, as
18 needed to accomplish the intent of this appropriation (23417).
19 Personal service (50000) ... 3,000,000 .............. (re. $2,104,000)",178,5.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23417|2022|3000000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23415,2022,1500000,1500000,"42 For the administration of grants for specific programs including, but
43 not limited to, public charter schools pursuant to title IV of the
44 elementary and secondary education act. Provided further that,
45 notwithstanding any inconsistent provision of law, the commissioner
46 of education shall provide to the director of the budget, the chair-
47 person of the senate finance committee and the chairperson of the
48 assembly ways and means committee copies of any spending plans
49 and/or budgets submitted to the federal government with respect to
50 the use of any funds appropriated by the federal government includ-
51 ing state grants administered by the department.
AB
179 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Notwithstanding any inconsistent provision of law, a portion of this
2 appropriation may be suballocated to other state departments and
3 agencies, subject to the approval of the director of the budget, as
4 needed to accomplish the intent of this appropriation (23415).
5 Personal service (50000) ... 1,500,000 .............. (re. $1,500,000)",179,42.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23415|2022|1500000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23414,2022,7000000,3822000,"9 For the administration of grants for specific programs including, but
10 not limited to, improving academic achievement, pursuant to title I
11 of the elementary and secondary education act, and the rural educa-
12 tion initiative pursuant to title V of the elementary and secondary
13 education act. Provided further that, notwithstanding any inconsist-
14 ent provision of law, the commissioner of education shall provide to
15 the director of the budget, the chairperson of the senate finance
16 committee and the chairperson of the assembly ways and means commit-
17 tee copies of any spending plans and/or budgets submitted to the
18 federal government with respect to the use of any funds appropriated
19 by the federal government including state grants administered by the
20 department.
21 Notwithstanding any inconsistent provision of law, a portion of this
22 appropriation may be suballocated to other state departments and
23 agencies, subject to the approval of the director of the budget, as
24 needed to accomplish the intent of this appropriation (23414).
25 Personal service (50000) ... 7,000,000 .............. (re. $3,822,000)",179,9.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23414|2022|7000000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23413,2022,400000,38000,"29 For the administration of grants for specific programs including, but
30 not limited to, homeless education pursuant to title VII of the
31 McKinney-Vento homeless assistance act.
32 Notwithstanding any inconsistent provision of law, a portion of this
33 appropriation may be suballocated to other state departments and
34 agencies, subject to the approval of the director of the budget, as
35 needed to accomplish the intent of this appropriation (23413).
36 Personal service (50000) ... 400,000 ................... (re. $38,000)",179,29.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23413|2022|400000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23477,2022,5000000,3245000,"40 For the administration of grants for specific programs including, but
41 not limited to, the Carl D. Perkins vocational and applied technolo-
42 gy education act (VTEA).
43 Notwithstanding any inconsistent provision of law, a portion of this
44 appropriation may be suballocated to other state departments and
45 agencies, subject to the approval of the director of the budget, as
46 needed to accomplish the intent of this appropriation (23477).
47 Personal service (50000) ... 5,000,000 .............. (re. $3,245,000)",179,40.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23477|2022|5000000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21809,2022,3000000,3000000,"51 For the administration of various grants. Notwithstanding any incon-
52 sistent provision of law, a portion of this appropriation may be
AB
180 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 suballocated to other state departments and agencies, subject to the
2 approval of the director of the budget, as needed to accomplish the
3 intent of this appropriation (21809).
4 Personal service (50000) ... 3,000,000 .............. (re. $3,000,000)",180,51.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21809|2022|3000000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21737,2022,20502000,1000,"8 For services and expenses for school-age children and preschool-age
9 children pursuant to the individuals with disabilities education act
10 of 1991. Notwithstanding any inconsistent provision of law, a
11 portion of this appropriation may be suballocated to other state
12 departments and agencies, as needed to accomplish the intent of this
13 appropriation (21737).
14 Personal service (50000) ... 20,502,000 ................. (re. $1,000)",180,8.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21737|2022|20502000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23418,2021,5300000,2849000,"37 For the administration of grants for specific programs including, but
38 not limited to, supporting effective instruction pursuant to title
39 II of the elementary and secondary education act provided, however,
40 that a portion of the funds appropriated herein shall be used to
41 implement a plan to improve educator effectiveness by (1) requiring
42 longer, more intensive and high quality student-teaching experience
43 in a school setting as a prerequisite for certification as a teacher
44 and (2) creating standards for a teacher and principal bar exam
45 certification program that would include a common set of profes-
46 sionally rigorous assessments to ensure the best prepared educators
47 are entering the public school system. Provided further that,
48 notwithstanding any inconsistent provision of law, the commissioner
49 of education shall provide to the director of the budget, the chair-
50 person of the senate finance committee and the chairperson of the
51 assembly ways and means committee copies of any spending plans
AB
181 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 and/or budgets submitted to the federal government with respect to
2 the use of any funds appropriated by the federal government includ-
3 ing state grants administered by the department.
4 Notwithstanding any inconsistent provision of law, a portion of this
5 appropriation may be suballocated to other state departments and
6 agencies, subject to the approval of the director of the budget, as
7 needed to accomplish the intent of this appropriation (23418).
8 Personal service (50000) ... 5,300,000 .............. (re. $2,849,000)",181,37.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23418|2021|5300000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23417,2021,3000000,1747000,"12 For the administration of grants for specific programs including, but
13 not limited to, English language acquisition program pursuant to
14 title III of the elementary and secondary education act. Provided
15 further that, notwithstanding any inconsistent provision of law, the
16 commissioner of education shall provide to the director of the budg-
17 et, the chairperson of the senate finance committee and the chair-
18 person of the assembly ways and means committee copies of any spend-
19 ing plans and/or budgets submitted to the federal government with
20 respect to the use of any funds appropriated by the federal govern-
21 ment including state grants administered by the department.
22 Notwithstanding any inconsistent provision of law, a portion of this
23 appropriation may be suballocated to other state departments and
24 agencies, subject to the approval of the director of the budget, as
25 needed to accomplish the intent of this appropriation (23417).
26 Personal service (50000) ... 3,000,000 .............. (re. $1,747,000)",181,12.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23417|2021|3000000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23415,2021,1500000,437000,"49 For the administration of grants for specific programs including, but
50 not limited to, public charter schools pursuant to title IV of the
51 elementary and secondary education act. Provided further that,
52 notwithstanding any inconsistent provision of law, the commissioner
AB
182 12550-10-5
EDUCATION DEPARTMENT
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 of education shall provide to the director of the budget, the chair-
2 person of the senate finance committee and the chairperson of the
3 assembly ways and means committee copies of any spending plans
4 and/or budgets submitted to the federal government with respect to
5 the use of any funds appropriated by the federal government includ-
6 ing state grants administered by the department. Notwithstanding any
7 inconsistent provision of law, a portion of this appropriation may
8 be suballocated to other state departments and agencies, subject to
9 the approval of the director of the budget, as needed to accomplish
10 the intent of this appropriation (23415).
11 Personal service (50000) ... 1,500,000 ................ (re. $437,000)",182,49.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23415|2021|1500000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23414,2021,7000000,4791000,"15 For the administration of grants for specific programs including, but
16 not limited to, improving academic achievement, pursuant to title I
17 of the elementary and secondary education act, and the rural educa-
18 tion initiative pursuant to title V of the elementary and secondary
19 education act. Provided further that, notwithstanding any inconsist-
20 ent provision of law, the commissioner of education shall provide to
21 the director of the budget, the chairperson of the senate finance
22 committee and the chairperson of the assembly ways and means commit-
23 tee copies of any spending plans and/or budgets submitted to the
24 federal government with respect to the use of any funds appropriated
25 by the federal government including state grants administered by the
26 department.
27 Notwithstanding any inconsistent provision of law, a portion of this
28 appropriation may be suballocated to other state departments and
29 agencies, subject to the approval of the director of the budget, as
30 needed to accomplish the intent of this appropriation (23414).
31 Personal service (50000) ... 7,000,000 .............. (re. $4,791,000)",182,15.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23414|2021|7000000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23413,2021,400000,113000,"35 For the administration of grants for specific programs including, but
36 not limited to, homeless education pursuant to title VII of the
37 McKinney-Vento homeless assistance act.
38 Notwithstanding any inconsistent provision of law, a portion of this
39 appropriation may be suballocated to other state departments and
40 agencies, subject to the approval of the director of the budget, as
41 needed to accomplish the intent of this appropriation (23413).
42 Personal service (50000) ... 400,000 .................. (re. $113,000)",182,35.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23413|2021|400000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,23477,2021,5000000,3988000,"45 For the administration of grants for specific programs including, but
46 not limited to, the Carl D. Perkins vocational and applied technolo-
47 gy education act (VTEA).
48 Notwithstanding any inconsistent provision of law, a portion of this
49 appropriation may be suballocated to other state departments and
50 agencies, subject to the approval of the director of the budget, as
51 needed to accomplish the intent of this appropriation (23477).
52 Personal service (50000) ... 5,000,000 .............. (re. $3,988,000)",182,45.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|23477|2021|5000000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21809,2021,3000000,3000000,"4 For the administration of various grants.
5 Notwithstanding any inconsistent provision of law, a portion of this
6 appropriation may be suballocated to other state departments and
7 agencies, subject to the approval of the director of the budget, as
8 needed to accomplish the intent of this appropriation (21809).
9 Personal service (50000) ... 3,000,000 .............. (re. $3,000,000)",183,4.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21809|2021|3000000
discontinued,,,EDUCATION DEPARTMENT,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Department of Education Account - 25210,21737,2021,20502000,13000,"13 For services and expenses for school age children and preschool chil-
14 dren pursuant to the individuals with disabilities education act of
15 1991. Notwithstanding any inconsistent provision of law, a portion
16 of this appropriation may be suballocated to other state departments
17 and agencies, as needed to accomplish the intent of this appropri-
18 ation (21737).
19 Personal service (50000) ... 20,502,000 ................ (re. $13,000)",183,13.0,2025-26,STOPS 25-26.pdf,EDUCATION DEPARTMENT|21737|2021|20502000
