agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,record_type,page_number,line_number,fiscal_year,raw_line,source_file,composite_key
OFFICE FOR THE AGING,STATE OPERATIONS,Special Revenue Funds - Federal,FHHS State Operations Account - 25177,10311,2025,9416000,9329000,reappropriation,8,7.0,2026-27,"10 Personal service (50000) ... 9,416,000 .............. (re. $9,329,000)",STOPS 26-27 Executive.pdf,OFFICE FOR THE AGING|10311|2025|9416000
OFFICE FOR THE AGING,STATE OPERATIONS,Special Revenue Funds - Federal,FHHS State Operations Account - 25177,10311,2024,9416000,8676000,reappropriation,8,13.0,2026-27,"16 Personal service (50000) ... 9,416,000 .............. (re. $8,676,000)",STOPS 26-27 Executive.pdf,OFFICE FOR THE AGING|10311|2024|9416000
OFFICE FOR THE AGING,STATE OPERATIONS,Special Revenue Funds - Federal,FHHS State Operations Account - 25177,10311,2023,6422000,6422000,reappropriation,8,19.0,2026-27,"22 Personal service (50000) ... 6,422,000 .............. (re. $6,422,000)",STOPS 26-27 Executive.pdf,OFFICE FOR THE AGING|10311|2023|6422000
OFFICE FOR THE AGING,STATE OPERATIONS,Special Revenue Funds - Federal,FHHS State Operations Account - 25177,10311,2022,6422000,1477228,reappropriation,8,25.0,2026-27,"28 Personal service (50000) ... 6,422,000 .............. (re. $1,477,228)",STOPS 26-27 Executive.pdf,OFFICE FOR THE AGING|10311|2022|6422000
OFFICE FOR THE AGING,STATE OPERATIONS,Special Revenue Funds - Federal,FHHS State Operations Account - 25177,10314,2025,343000,338000,reappropriation,8,35.0,2026-27,"38 Personal service (50000) ... 343,000 .................. (re. $338,000)",STOPS 26-27 Executive.pdf,OFFICE FOR THE AGING|10314|2025|343000
OFFICE FOR THE AGING,STATE OPERATIONS,Special Revenue Funds - Federal,FHHS State Operations Account - 25177,10314,2024,343000,278000,reappropriation,8,41.0,2026-27,"44 Personal service (50000) ... 343,000 .................. (re. $278,000)",STOPS 26-27 Executive.pdf,OFFICE FOR THE AGING|10314|2024|343000
OFFICE FOR THE AGING,STATE OPERATIONS,Special Revenue Funds - Federal,FHHS State Operations Account - 25177,10314,2022,343000,89000,reappropriation,8,47.0,2026-27,"50 Personal service (50000) ... 343,000 ................... (re. $89,000)",STOPS 26-27 Executive.pdf,OFFICE FOR THE AGING|10314|2022|343000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,81001,2025,10400000,6031000,reappropriation,18,6.0,2026-27,"14 Personal service--regular (50100) ... 10,400,000 .... (re. $6,031,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|81001|2025|10400000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,10901,2025,25000000,13321000,reappropriation,18,27.0,2026-27,"36 Personal service--regular (50100) ... 25,000,000 ... (re. $13,321,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2025|25000000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,10901,2024,2552000,2537000,reappropriation,18,43.0,2026-27,"52 Contractual services (51000) ... 2,552,000 .......... (re. $2,537,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2024|2552000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Food and Nutrition Services Account - 25021,11419,2019,1125000,472000,reappropriation,19,54.0,2026-27,"5 Contractual services (51000) ... 1,125,000 ............ (re. $472,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11419|2019|1125000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Food and Nutrition Services Account - 25021,11419,2018,1125000,115000,reappropriation,19,7.0,2026-27,"18 Contractual services (51000) ... 1,125,000 ............ (re. $115,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11419|2018|1125000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Food and Nutrition Services Account - 25021,10901,1991,6500000,6250000,reappropriation,19,20.0,2026-27,"24 (10901) ... 6,500,000 ............................. (re. $6,250,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|1991|6500000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Food and Nutrition Services Account - 25021,10911,2025,763000,763000,reappropriation,19,30.0,2026-27,"41 Personal service (50000) ... 763,000 .................. (re. $763,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10911|2025|763000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Food and Nutrition Services Account - 25021,10911,2024,763000,763000,reappropriation,19,46.0,2026-27,"57 Personal service (50000) ... 763,000 .................. (re. $763,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10911|2024|763000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Miscellaneous Federal Operating Grants Account - 25006,10911,2023,763000,28000,reappropriation,20,62.0,2026-27,"11 Personal service (50000) ... 763,000 ................... (re. $28,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10911|2023|763000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Miscellaneous Federal Operating Grants Account - 25006,10911,2022,44972000,22639000,reappropriation,20,16.0,2026-27,"27 Nonpersonal service (57050) ... 44,972,000 ......... (re. $22,639,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10911|2022|44972000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Miscellaneous Federal Operating Grants Account - 25006,10911,2021,762000,452000,reappropriation,20,31.0,2026-27,"42 Personal service (50000) ... 762,000 .................. (re. $452,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10911|2021|762000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Miscellaneous Federal Operating Grants Account - 25006,10912,2025,1635000,1576000,reappropriation,20,51.0,2026-27,"62 Personal service (50000) ... 1,635,000 .............. (re. $1,576,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10912|2025|1635000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Miscellaneous Federal Operating Grants Account - 25006,10912,2024,1635000,95000,reappropriation,21,5.0,2026-27,"16 Personal service (50000) ... 1,635,000 ................. (re. $95,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10912|2024|1635000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Miscellaneous Federal Operating Grants Account - 25006,10912,2023,1635000,349000,reappropriation,21,21.0,2026-27,"32 Personal service (50000) ... 1,635,000 ................ (re. $349,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10912|2023|1635000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Miscellaneous Federal Operating Grants Account - 25006,10912,2022,1635000,401000,reappropriation,21,37.0,2026-27,"48 Personal service (50000) ... 1,635,000 ................ (re. $401,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10912|2022|1635000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Miscellaneous Gifts Account - 20105,10912,2021,1135000,637000,reappropriation,22,53.0,2026-27,"2 Personal service (50000) ... 1,135,000 ................ (re. $637,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10912|2021|1135000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Miscellaneous Gifts Account - 20105,10901,2025,500000,500000,reappropriation,22,11.0,2026-27,"14 Contractual services (51000) ... 500,000 .............. (re. $500,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2025|500000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Miscellaneous Gifts Account - 20105,10901,2025,1000000,667000,reappropriation,22,20.0,2026-27,"30 Contractual services (51000) ... 1,000,000 ............ (re. $667,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2025|1000000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Miscellaneous Gifts Account - 20105,10901,2025,55000,55000,reappropriation,22,36.0,2026-27,"39 Personal service--regular (50100) ... 55,000 ........... (re. $55,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2025|55000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Miscellaneous Gifts Account - 20105,10901,2025,886000,806000,reappropriation,22,50.0,2026-27,"53 Personal service--regular (50100) ... 886,000 ......... (re. $806,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2025|886000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Special Agricultural Inspecting and Marketing Account - 21955,10901,2025,1128000,698000,reappropriation,23,5.0,2026-27,"8 Personal service--regular (50100) ... 1,128,000 ....... (re. $698,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2025|1128000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Special Agricultural Inspecting and Marketing Account - 21955,10901,2024,1128000,304000,reappropriation,23,18.0,2026-27,"21 Personal service--regular (50100) ... 1,128,000 ....... (re. $304,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2024|1128000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Special Agricultural Inspecting and Marketing Account - 21955,10901,2023,1079000,672000,reappropriation,23,31.0,2026-27,"34 Personal service--regular (50100) ... 1,079,000 ....... (re. $672,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2023|1079000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Special Agricultural Inspecting and Marketing Account - 21955,10901,2022,1079000,679000,reappropriation,23,44.0,2026-27,"47 Personal service--regular (50100) ... 1,079,000 ....... (re. $679,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2022|1079000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Special Agricultural Inspecting and Marketing Account - 21955,10901,2021,1010000,432000,reappropriation,23,57.0,2026-27,"60 Personal service--regular (50100) ... 1,010,000 ....... (re. $432,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2021|1010000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Agricultural and Farmland Viability Protection Account - 22265,10901,2025,413000,413000,reappropriation,24,12.0,2026-27,"16 Personal service--regular (50100) ... 413,000 ......... (re. $413,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10901|2025|413000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Agricultural and Farmland Viability Protection Account - 22265,10910,2025,18142000,9870000,reappropriation,24,31.0,2026-27,"40 Personal service--regular (50100) ... 18,142,000 .... (re. $9,870,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2025|18142000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Agricultural and Farmland Viability Protection Account - 22265,10910,2024,3335000,2590000,reappropriation,24,48.0,2026-27,"57 Contractual services (51000) ... 3,335,000 .......... (re. $2,590,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2024|3335000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25125,10910,2018,2885000,952000,reappropriation,25,59.0,2026-27,"7 Contractual services (51000) ... 2,885,000 ............ (re. $952,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2018|2885000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,federal health and human services,Federal Health and Human Services Account - 25125,10910,2025,1372000,1281000,reappropriation,25,13.0,2026-27,"24 Personal service (50000) ... 1,372,000 .............. (re. $1,281,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2025|1372000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,federal health and human services,Federal Health and Human Services Account - 25125,10910,2024,1372000,433000,reappropriation,25,29.0,2026-27,"40 Personal service (50000) ... 1,372,000 ................ (re. $433,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2024|1372000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,federal health and human services,Federal Health and Human Services Account - 25125,10910,2023,1372000,303000,reappropriation,25,45.0,2026-27,"56 Personal service (50000) ... 1,372,000 ................ (re. $303,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2023|1372000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,federal health and human services,Food Monitoring Program Account - 25006,10910,2022,1372000,149000,reappropriation,26,61.0,2026-27,"10 Personal service (50000) ... 1,372,000 ................ (re. $149,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2022|1372000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,federal health and human services,Food Monitoring Program Account - 25006,10910,2021,750000,135000,reappropriation,26,15.0,2026-27,"26 Nonpersonal service (57050) ... 750,000 ............... (re. $135,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2021|750000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,federal health and human services,Food Monitoring Program Account - 25006,11488,2025,2375000,2375000,reappropriation,26,34.0,2026-27,"46 Personal service (50000) ... 2,375,000 .............. (re. $2,375,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11488|2025|2375000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,11488,2024,2375000,2245000,reappropriation,27,51.0,2026-27,"1 Personal service (50000) ... 2,375,000 .............. (re. $2,245,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11488|2024|2375000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,11488,2023,2375000,1674000,reappropriation,27,6.0,2026-27,"18 Personal service (50000) ... 2,375,000 .............. (re. $1,674,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11488|2023|2375000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,11488,2022,2375000,1667000,reappropriation,27,23.0,2026-27,"35 Personal service (50000) ... 2,375,000 .............. (re. $1,667,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11488|2022|2375000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Consumer Food - Mobile Source Account - 21452,11488,2021,2375000,1162000,reappropriation,27,40.0,2026-27,"52 Personal service (50000) ... 2,375,000 .............. (re. $1,162,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11488|2021|2375000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,10910,2025,1224000,1224000,reappropriation,28,62.0,2026-27,"3 Contractual services (51000) ... 1,224,000 .......... (re. $1,224,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2025|1224000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,10910,2025,981000,588000,reappropriation,28,9.0,2026-27,"12 Personal service--regular (50100) ... 981,000 ......... (re. $588,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2025|981000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,10910,2025,1857000,1324000,reappropriation,28,25.0,2026-27,"32 Personal service--regular (50100) ... 1,857,000 ..... (re. $1,324,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2025|1857000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Farm Products Inspection Account - 21948,10910,2024,1857000,1167000,reappropriation,28,41.0,2026-27,"47 Personal service--regular (50100) ... 1,857,000 ..... (re. $1,167,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2024|1857000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Weights and Measures Account - 22150,10910,2023,1785000,766000,reappropriation,29,57.0,2026-27,"1 Personal service--regular (50100) ... 1,785,000 ....... (re. $766,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2023|1785000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Weights and Measures Account - 22150,10910,2025,230000,36000,reappropriation,29,15.0,2026-27,"18 Personal service--regular (50100) ... 230,000 .......... (re. $36,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2025|230000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Weights and Measures Account - 22150,10910,2024,230000,45000,reappropriation,29,28.0,2026-27,"31 Personal service--regular (50100) ... 230,000 .......... (re. $45,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10910|2024|230000
DEPARTMENT OF AGRICULTURE AND MARKETS,STATE OPERATIONS,Special Revenue Funds - Other,Weights and Measures Account - 22150,10904,2025,8825000,7553000,reappropriation,30,46.0,2026-27,"1 Personal service--regular (50100) ... 8,825,000 ..... (re. $7,553,000)",STOPS 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10904|2025|8825000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,New York State Cannabis Revenue Account - 24800,11511,2025,1000000,1000000,reappropriation,35,7.0,2026-27,"27 Contractual services (51000) ... 1,000,000 .......... (re. $1,000,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11511|2025|1000000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,New York State Cannabis Revenue Account - 24800,11511,2024,1000000,1000000,reappropriation,35,29.0,2026-27,"49 Contractual services (51000) ... 1,000,000 .......... (re. $1,000,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11511|2024|1000000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,New York State Cannabis Revenue Account - 24800,11509,2023,18322000,4754000,reappropriation,36,51.0,2026-27,"12 Personal service--regular (50100) ... 18,322,000 .... (re. $4,754,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11509|2023|18322000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,New York State Cannabis Revenue Account - 24800,11511,2023,1000000,1000000,reappropriation,36,18.0,2026-27,"37 Contractual services (51000) ... 1,000,000 .......... (re. $1,000,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11511|2023|1000000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,New York State Cannabis Revenue Account - 24800,11509,2022,9072000,216000,reappropriation,36,39.0,2026-27,"61 Personal service--regular (50100) ... 9,072,000 ....... (re. $216,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11509|2022|9072000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,New York State Cannabis Revenue Fund Account - 24800,11511,2022,1000000,1000000,reappropriation,37,6.0,2026-27,"25 Contractual services (51000) ... 1,000,000 .......... (re. $1,000,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11511|2022|1000000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,New York State Cannabis Revenue Fund Account - 24800,11511,2021,1000000,383000,reappropriation,37,31.0,2026-27,"51 Contractual services ... 1,000,000 .................... (re. $383,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11511|2021|1000000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,Medical Cannabis Health Operations and Oversight Account - 23755,11509,2021,9072000,5192000,reappropriation,38,53.0,2026-27,"15 Personal service--regular (50100) ... 9,072,000 ..... (re. $5,192,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11509|2021|9072000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,Medical Cannabis Health Operations and Oversight Account - 23755,11510,2023,4410000,3136000,reappropriation,38,26.0,2026-27,"44 Personal service--regular (50100) ... 4,410,000 ..... (re. $3,136,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11510|2023|4410000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,Medical Cannabis Health Operations and Oversight Account - 23755,11510,2022,4410000,3262000,reappropriation,39,52.0,2026-27,"9 Personal service--regular (50100) ... 4,410,000 ..... (re. $3,262,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11510|2022|4410000
ALCOHOLIC BEVERAGE CONTROL,STATE OPERATIONS,Special Revenue Funds - Other,Medical Cannabis Health Operations and Oversight Account - 23755,11510,2021,4410000,1881000,reappropriation,39,17.0,2026-27,"35 Personal service--regular (50100) ... 4,410,000 ..... (re. $1,881,000)",STOPS 26-27 Executive.pdf,ALCOHOLIC BEVERAGE CONTROL|11510|2021|4410000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,12133,2025,500000,500000,reappropriation,42,6.0,2026-27,"13 Contractual services (51000) ... 500,000 .............. (re. $500,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|12133|2025|500000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,12134,2025,1000000,960000,reappropriation,42,14.0,2026-27,"21 Contractual services (51000) ... 1,000,000 ............ (re. $960,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|12134|2025|1000000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,12133,2024,500000,428000,reappropriation,42,23.0,2026-27,"30 Contractual Services (51000) ... 500,000 .............. (re. $428,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|12133|2024|500000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,12134,2024,1000000,452000,reappropriation,42,32.0,2026-27,"41 Contractual services (51000) ... 1,000,000 ............ (re. $452,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|12134|2024|1000000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,81001,2025,400000,400000,reappropriation,42,47.0,2026-27,"50 Nonpersonal service (57050) ... 400,000 ............... (re. $400,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|81001|2025|400000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,81001,2024,400000,400000,reappropriation,42,52.0,2026-27,"55 Nonpersonal service (57050) ... 400,000 ............... (re. $400,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|81001|2024|400000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,81001,2023,400000,400000,reappropriation,42,57.0,2026-27,"60 Nonpersonal service (57050) ... 400,000 ............... (re. $400,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|81001|2023|400000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,81001,2022,400000,400000,reappropriation,43,1.0,2026-27,"4 Nonpersonal service (57050) ... 400,000 ............... (re. $400,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|81001|2022|400000
COUNCIL ON THE ARTS,STATE OPERATIONS,General Fund,State Purposes Account - 10050,81001,2021,100000,100000,reappropriation,43,6.0,2026-27,"9 Nonpersonal service (57050) ... 100,000 ............... (re. $100,000)",STOPS 26-27 Executive.pdf,COUNCIL ON THE ARTS|81001|2021|100000
CITY UNIVERSITY OF NEW YORK,STATE OPERATIONS,general fund,CUNY Senior College Operating Account - 60851,15484,2026,52300300,0,appropriation,56,43.0,2026-27,"students (15484) ............................ 52,300,300",STOPS 26-27 Executive.pdf,CITY UNIVERSITY OF NEW YORK|15484|2026|52300300
CITY UNIVERSITY OF NEW YORK,STATE OPERATIONS,general fund,CUNY Senior College Operating Account - 60851,15485,2026,12166900,0,appropriation,56,46.0,2026-27,"(15485) ..................................... 12,166,900",STOPS 26-27 Executive.pdf,CITY UNIVERSITY OF NEW YORK|15485|2026|12166900
CITY UNIVERSITY OF NEW YORK,STATE OPERATIONS,general fund,CUNY Senior College Operating Account - 60851,15532,2026,2000000,0,appropriation,56,55.0,2026-27,"et (15532) ................................... 2,000,000",STOPS 26-27 Executive.pdf,CITY UNIVERSITY OF NEW YORK|15532|2026|2000000
CITY UNIVERSITY OF NEW YORK,STATE OPERATIONS,general fund,CUNY Senior College Operating Account - 60851,15435,2026,52360000,0,appropriation,56,60.0,2026-27,"6206 of the education law (15435) ........... 52,360,000",STOPS 26-27 Executive.pdf,CITY UNIVERSITY OF NEW YORK|15435|2026|52360000
CITY UNIVERSITY OF NEW YORK,STATE OPERATIONS,general fund,CUNY Senior College Operating Account - 60851,15436,2026,53000000,0,appropriation,57,2.0,2026-27,"colleges (15436) ............................ 53,000,000",STOPS 26-27 Executive.pdf,CITY UNIVERSITY OF NEW YORK|15436|2026|53000000
