agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Open Space Account - 30454,24832,2008,9500000,1000,"39 By chapter 55, section 1, of the laws of 2008, as amended by chapter 1,
40 section 4, of the laws of 2009:
41 Agricultural non-point source abatement and control projects
42 (09AN08ER) (24832) ... 9,500,000 ...................... (re. $1,000)",251,39.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24832|2008|9500000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Recreation and Historic Preservation Account - 30453,24820,2023,4200000,1505000,"49 Notwithstanding subdivision 7 of section 92-s of the state finance law
50 or any other law to the contrary, for services and expenses of the
51 Hudson River Park Trust for projects related to the development of
AB
263 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 the Hudson River Park consistent with provisions of chapter 592 of
2 the laws of 1998, including but not limited to utility infrastruc-
3 ture improvements; provided, however, such funds shall not be avail-
4 able for suballocation to any public benefit corporation or public
5 authority with the exception of the Hudson River Park Trust and
6 shall be available solely for the liabilities incurred by the Hudson
7 River Park Trust or by other state departments or agencies on behalf
8 of the Hudson River Park Trust on or after April 1, 1999. Provided
9 further that, the comptroller is hereby authorized and directed to
10 release monies to the Hudson River Park Trust in amounts set forth
11 in a schedule approved by the director of the budget (09HR23ER)
12 (24820) ... 4,200,000 ............................. (re. $1,505,000)",263,49.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24820|2023|4200000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Recreation and Historic Preservation Account - 30453,24700,2015,12500000,77000,"17 By chapter 54, section 1, of the laws of 2015:
18 For services and expenses of projects and purposes authorized by
19 section 92-s of the state finance law to receive funding from the
20 parks, recreation and historic preservation account in accordance
21 with a programmatic and financial plan to be approved by the direc-
22 tor of the budget, including suballocation to other state depart-
23 ments and agencies, according to the following:
24 Local waterfront revitalization programs, notwithstanding any law to
25 the contrary, not less than, $6,250,000 for waterfront revitaliza-
26 tion projects which are in or primarily serve areas where demograph-
27 ic and other relevant data for such areas demonstrate that the areas
28 are densely populated and have sustained physical deterioration,
29 decay, neglect, or disinvestment, or where a substantial proportion
30 of the residential population is of low income or is otherwise
31 disadvantaged and is underserved with respect to the existing recre-
32 ational opportunities in the area; and provided further this appro-
33 priation shall not be construed to restrict the use of any addi-
34 tional monies for such projects including $250,000 for Flood Smart
35 communities, and $250,000 for Schuyler County Soil and Water Conser-
36 vation District (09WR15ER) (24700) .................................
37 12,500,000 ........................................... (re. $77,000)",274,17.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24700|2015|12500000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Recreation and Historic Preservation Account - 30453,24700,2007,26625000,125000,"8 By chapter 55, section 1, of the laws of 2007:
9 For services and expenses of projects and purposes authorized by
10 section 92-s of the state finance law to receive funding from the
11 parks, recreation and historic preservation account in accordance
12 with a programmatic and financial plan to be approved by the direc-
13 tor of the budget, including suballocation to other state depart-
14 ments and agencies, according to the following:
15 Local waterfront revitalization programs, notwithstanding any law to
16 the contrary, not less than, $6,656,000 for waterfront revitaliza-
17 tion projects which are in or primarily serve areas where demograph-
18 ic and other relevant data for such areas demonstrate that the areas
19 are densely populated and have sustained physical deterioration,
20 decay, neglect, or disinvestment, or where a substantial proportion
21 of the residential population is of low income or is otherwise
22 disadvantaged and is underserved with respect to the existing recre-
23 ational opportunities in the area; and provided further this section
24 shall not be construed to restrict the use of any additional monies
25 for such projects; $1,625,000 for services and expenses of the
26 Beacon Institute; $1,000,000 for services and expenses of riverfront
27 development properties in Rensselaer county; and $1,000,000 for
28 services and expenses for Long Island water projects (09WR07ER)
29 (24700) ... 26,625,000 .............................. (re. $125,000)",281,8.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24700|2007|26625000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,25703,2017,1403000,1403000,"35 Environmental health for assessments, testing and actions including
36 but not limited to abatement to address suspected human exposure to
37 chemical, physical and microbiological agents, including contam-
38 inants in drinking water; including up to $500,000 for the
39 Clean-SweepNY program; and $1,000,000 to the State University of New
40 York at Stony Brook, directly or through its research foundation, to
41 support research development and any associated testing or pilot
42 projects towards the treatment of water to remove 1,4-dioxane; and
43 $500,000 to land banks to assist with lead abatement; and $2,000,000
44 for children's environmental health centers, including school and
45 community childhood lead exposure assessment conducted by such
46 centers and not more than $625,000 for programs to expand and
47 improve access to local, fresh, nutritional food to nutritionally
48 underserved neighborhoods in New York State through the Fresh
49 Connect Program (09EH17ER) (25703) ... 6,500,000 .. (re. $1,403,000)",302,35.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25703|2017|1403000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24819,2009,450000,450000,"41 By chapter 55, section 1, of the laws of 2009:
42 For services and expenses of projects and purposes authorized by
43 section 92-s of the state finance law to receive funding from the
44 solid waste account in accordance with a programmatic and financial
45 plan to be approved by the director of the budget, including subal-
46 location to other state departments and agencies, according to the
47 following:
AB
306 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 Notwithstanding any law to the contrary, for the breast cancer and
2 environmental risk factors program at Cornell University (09BC09ER)
3 (24819) ... 450,000 ................................. (re. $450,000)",306,41.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24819|2009|450000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24816,2009,1381000,88000,"4 By chapter 55, section 1, of the laws of 2009, as amended by chapter
5 502, section 5, of the laws of 2009:
6 Secondary materials regional marketing assistance and energy conserva-
7 tion services projects (09SM09ER) (24816) ..........................
8 1,381,000 ............................................ (re. $88,000)",306,4.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24816|2009|1381000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Solid Waste Account - 30452,24816,2007,8750000,1146000,"14 By chapter 55, section 1, of the laws of 2007:
15 For services and expenses of projects and purposes authorized by
16 section 92-s of the state finance law to receive funding from the
17 solid waste account in accordance with a programmatic and financial
18 plan to be approved by the director of the budget, including subal-
19 location to other state departments and agencies, according to the
20 following:
21 Secondary materials regional marketing assistance and energy conserva-
22 tion services projects (09SM07ER) (24816) ..........................
23 8,750,000 ......................................... (re. $1,146,000)",306,14.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24816|2007|8750000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,capital projects fund,Environmental Quality Protection Account - 30640,80906,1981,18,1269000,"38 By chapter 54, section 9, of the laws of 1981, as amended by chapter 55,
39 section 1, of the laws of 1996:
40 The sum of seven hundred fifty-nine million nine hundred eighty-one
41 thousand two hundred eighty dollars ($759,981,280), or so much ther-
42 eof as may be necessary is hereby appropriated from the ""environ-
43 mental quality protection fund"" as established by section 97-a of
44 the state finance law for payment to the capital projects fund for
45 disbursements from such fund as certified by the state comptroller
46 as: ""Water Quality Improvement Disbursements,"" ""State Air Quality
47 Improvement Disbursements,"" ""Municipal Air Quality Improvement
48 Disbursements,"" ""Land Preservation and Improvement Disbursements,""
AB
315 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 ""Municipal Solid Waste Management Disbursements,"" and ""Park Lands
2 Disbursements.""
3 The director of the budget is hereby authorized to designate to the
4 state comptroller appropriations made from the capital projects fund
5 in accordance with the provisions of article fifty-one of the envi-
6 ronmental conservation law for the purposes heretofore specified.
7 The state comptroller shall at the commencement of each month certify
8 to the director of the budget, the chairman of the senate finance
9 committee, and the chairman of the assembly ways and means commit-
10 tee, the amounts disbursed from the appropriations designated by the
11 director of the budget for each of the purposes herein enumerated
12 for the month preceding such certification and such certifications
13 shall not exceed in the aggregate the moneys appropriated therefor
14 from the capital projects fund. A copy of each such certification
15 shall also be delivered to the public officers of the respective
16 state department or agency to which such capital projects fund
17 appropriations are made available (01371610) (80906) ...............
18 ................................................... (re. $1,269,000)",315,38.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|80906|1981|18
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,24718,2023,1500000,317000,"3 By chapter 54, section 1, of the laws of 2023:
4 For services and expenses, including personal service, nonpersonal
5 service, fringe benefits and indirect costs related to management,
6 protection and restoration fish and wildlife habitat, and improve-
7 ment and development of public access for fish and wildlife related
8 recreation (09HC2354) (24718) ......................................
9 1,500,000 ........................................... (re. $317,000)",320,3.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24718|2023|1500000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,24718,2022,1500000,437000,"10 By chapter 54, section 1, of the laws of 2022:
11 For services and expenses, including personal service, nonpersonal
12 service, fringe benefits and indirect costs related to management,
13 protection and restoration fish and wildlife habitat, and improve-
14 ment and development of public access for fish and wildlife related
15 recreation (09HC2254) (24718) ......................................
16 1,500,000 ........................................... (re. $437,000)",320,10.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24718|2022|1500000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Habitat Conservation and Access Account - 32217,24851,1994,500000,297000,"28 By chapter 54, section 1, of the laws of 1994, as amended by chapter 55,
29 section 1, of the laws of 2004:
30 For the state's share of Federal Intermodal Surface Transportation
31 Efficiency Act enhancement program grants including personal
32 services, fringe benefits and indirect costs. No portion of this
33 appropriation shall be allocated until the commissioner of the
34 department of environmental conservation and the director of the
35 budget have determined that no other sources of funding, including
36 but not limited to natural resource damage claim settlements and
37 environmental protection fund appropriations, are available for this
38 purpose (09IT9453) (24851) ... 500,000 .............. (re. $297,000)",323,28.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24851|1994|500000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Forest Preserve Expansion Account - 31450,24852,1989,3450000,891000,"1 By chapter 54, section 1, of the laws of 1989, as amended by chapter 54,
2 section 3, of the laws of 1990:
3 For demolition of buildings at the former Edgewood Hospital site on
4 Long Island (09168953) (24852) ... 3,450,000 ........ (re. $891,000)",324,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24852|1989|3450000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Forest Preserve Expansion Account - 31450,24852,1987,6000000,2246000,"5 By chapter 54, section 1, of the laws of 1987, for:
6 Demolition of buildings at the former Edgewood Hospital site on Long
7 Island (09668753) (24852) ... 6,000,000 ........... (re. $2,246,000)",324,5.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24852|1987|6000000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Forest Preserve Expansion Account - 31450,24847,2022,50000000,25000000,"33 By chapter 54, section 1, of the laws of 2022, as amended by chapter 54,
34 section 1, of the laws of 2023:
35 For the federal share of capital projects pursuant to lands and
36 forests resources purposes including the costs associated with the
37 acquisition of lands under the forest legacy program, including
38 suballocation to other state departments and agencies (09FL2253)
39 (24847) ... 50,000,000 ........................... (re. $25,000,000)",324,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24847|2022|50000000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2017,1000000,1000000,"26 By chapter 54, section 1, of the laws of 2017:
27 For replacement of vehicles and heavy duty construction equipment
28 (09EQ1751) (24856) ... 1,000,000 .................. (re. $1,000,000)",333,26.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2017|1000000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2016,1000000,1000000,"36 By chapter 55, section 1, of the laws of 2016:
37 For replacement of vehicles and heavy duty construction equipment
38 (09EQ1651) (24856) ... 1,000,000 .................. (re. $1,000,000)",333,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2016|1000000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2015,2750000,93000,"46 By chapter 54, section 1, of the laws of 2015:
AB
334 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 For replacement of vehicles and heavy duty construction equipment
2 (09EQ1551) (24856) ... 2,750,000 ..................... (re. $93,000)",334,46.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2015|2750000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,ENCON Federal Capital Account - 31364,24856,2014,2000000,519000,"19 By chapter 54, section 1, of the laws of 2014:
20 For replacement of vehicles and heavy duty construction equipment
21 (09EQ1451) (24856) ... 2,000,000 .................... (re. $519,000)",334,19.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24856|2014|2000000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Financial Security Account - 32201,24858,2007,250000,6000,"13 For services and expenses, including personal services and fringe
14 benefits, for design and construction of department facilities
15 (09DF0751) (24858) ... 250,000 ........................ (re. $6,000)",335,13.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24858|2007|250000
