agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2017,1531000,692000,"11 Nonpersonal service (172417PT) (57050) ...............................
12 1,531,000 ........................................... (re. $692,000)",1089,11.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2017|1531000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2017,2109000,56000,"13 Fringe benefits (172817PT) (60090) ... 2,109,000 ....... (re. $56,000)",1089,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2017|2109000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54263,2016,3347000,960000,"14 By chapter 55, section 1, of the laws of 2016:
15 For motor carrier safety, including personal services, nonpersonal
16 services, and fringe benefits.
17 Notwithstanding any other provision of law to the contrary, the OGS
18 Interchange and Transfer Authority and the IT Interchange and Trans-
19 fer Authority as defined in the 2016-17 state fiscal year state
20 operations appropriation for the budget division program of the
21 division of the budget, are deemed fully incorporated herein and a
22 part of this appropriation as if fully stated (54263).
23 Personal service (172116PT) (50000) ... 3,347,000 ..... (re. $960,000)",1089,14.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54263|2016|3347000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2016,1531000,916000,"24 Nonpersonal service (172416PT) (57050) ...............................
25 1,531,000 ........................................... (re. $916,000)",1089,24.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2016|1531000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2016,1882000,418000,"26 Fringe benefits (172816PT) (60090) ... 1,882,000 ...... (re. $418,000)",1089,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2016|1882000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2016,90000,27000,"27 Indirect costs (172916PT) (58850) ... 90,000 ........... (re. $27,000)",1089,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2016|90000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54263,2015,3175000,1279000,"28 By chapter 54, section 1, of the laws of 2015:
29 For motor carrier safety, including personal services, nonpersonal
30 services, and fringe benefits.
31 Notwithstanding any other provision of law to the contrary, the OGS
32 Interchange and Transfer Authority and the IT Interchange and Trans-
33 fer Authority as defined in the 2015-16 state fiscal year state
34 operations appropriation for the budget division program of the
35 division of the budget, are deemed fully incorporated herein and a
36 part of this appropriation as if fully stated (54263).
37 Personal service (172115PT) (50000) ... 3,175,000 ... (re. $1,279,000)",1089,28.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54263|2015|3175000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2015,516000,516000,"38 Nonpersonal service (172415PT) (57050) ... 1,531,000 .. (re. $516,000)",1089,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2015|516000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2015,1774000,478000,"39 Fringe benefits (172815PT) (60090) ... 1,774,000 ...... (re. $478,000)",1089,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2015|1774000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2015,81000,29000,"40 Indirect costs (172915PT) (58850) ... 81,000 ........... (re. $29,000)",1089,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2015|81000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54263,2014,2949000,215000,"41 By chapter 54, section 1, of the laws of 2014:
42 For motor carrier safety, including personal services, nonpersonal
43 services, and fringe benefits.
44 Notwithstanding any other provision of law to the contrary, the OGS
45 Interchange and Transfer Authority and the IT Interchange and Trans-
46 fer Authority as defined in the 2014-15 state fiscal year state
47 operations appropriation for the budget division program of the
48 division of the budget, are deemed fully incorporated herein and a
49 part of this appropriation as if fully stated (54263).
AB
1090 12554-09-5
DEPARTMENT OF TRANSPORTATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 Personal service (172114PT) (50000) ... 2,949,000 ..... (re. $215,000)",1090,41.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54263|2014|2949000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2014,1905000,1045000,"2 Nonpersonal service (172414PT) (57050) ...............................
3 1,905,000 ......................................... (re. $1,045,000)",1090,2.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2014|1905000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2014,83000,12000,"4 Indirect costs (172914PT) (58850) ... 83,000 ........... (re. $12,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2014|83000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54264,2017,674000,60000,"6 By chapter 54, section 1, of the laws of 2017:
7 For rail safety, including personal services, nonpersonal services,
8 and fringe benefits (54264).
9 Personal service (171117PT) (50000) ... 674,000 ........ (re. $60,000)",1090,6.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54264|2017|674000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2017,87000,39000,"10 Nonpersonal service (171417PT) (57050) ... 87,000 ...... (re. $39,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2017|87000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2017,414000,36000,"11 Fringe benefits (171817PT) (60090) ... 414,000 ......... (re. $36,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2017|414000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2017,20000,4000,"12 Indirect costs (171917PT) (58850) ... 20,000 ............ (re. $4,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2017|20000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54264,2016,674000,173000,"13 By chapter 55, section 1, of the laws of 2016:
14 For rail safety, including personal services, nonpersonal services,
15 and fringe benefits (54264).
16 Personal service (171116PT) (50000) ... 674,000 ....... (re. $173,000)",1090,13.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54264|2016|674000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2016,87000,37000,"17 Nonpersonal service (171416PT) (57050) ... 87,000 ...... (re. $37,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2016|87000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2016,379000,36000,"18 Fringe benefits (171816PT) (60090) ... 379,000 ......... (re. $36,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2016|379000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2016,18000,2000,"19 Indirect costs (171916PT) (58850) ... 18,000 ............ (re. $2,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2016|18000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54264,2015,674000,87000,"20 By chapter 54, section 1, of the laws of 2015:
21 For rail safety, including personal services, nonpersonal services,
22 and fringe benefits (54264).
23 Personal service (171115PT) (50000) ... 674,000 ........ (re. $87,000)",1090,20.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54264|2015|674000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2015,87000,55000,"24 Nonpersonal service (171415PT) (57050) ... 87,000 ...... (re. $55,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2015|87000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2015,377000,81000,"25 Fringe benefits (171815PT) (60090) ... 377,000 ......... (re. $81,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2015|377000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2015,17000,4000,"26 Indirect costs (171915PT) (58850) ... 17,000 ............ (re. $4,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2015|17000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54264,2014,702000,118000,"27 By chapter 54, section 1, of the laws of 2014:
28 For rail safety, including personal services, nonpersonal services,
29 and fringe benefits (54264).
30 Personal service (171114PT) (50000) ... 702,000 ....... (re. $118,000)",1090,27.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54264|2014|702000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2014,66000,19000,"31 Nonpersonal service (171414PT) (57050) ... 66,000 ...... (re. $19,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2014|66000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2014,399000,96000,"32 Fringe benefits (171814PT) (60090) ... 399,000 ......... (re. $96,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2014|399000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2014,19000,4000,"33 Indirect costs (171914PT) (58850) ... 19,000 ............ (re. $4,000)",1090,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2014|19000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Account - 31354,53287,1984,37,7056000,"12 By chapter 54, section 1, of the laws of 1984, as amended by chapter
13 259, section 6, of the laws of 1993:
14 For the costs pursuant to the provisions of the rebuild New York
15 through transportation infrastructure renewal bond act of 1983, of
16 the cost of capital projects to be reimbursed from bond fund
17 proceeds for the improvement of highways, parkways, commuter parking
18 facilities, and other highway facilities including bridges, other
19 structures, and appurtenances. Project costs funded from this appro-
20 priation may include, but shall not necessarily be limited to,
21 preliminary planning and feasibility studies; survey and design;
22 acquisition of property, construction, reconstruction, recondition-
23 ing and preservation; the contract engineering services provided by
24 private firms. No expenditures shall be made from this appropriation
25 for personal services and expenses other than consulting services.
26 The items in the schedule below are projects with a common purpose and
27 as such, may be interchanged without limitation.
28 Notwithstanding any other provision of the law, the commissioner of
29 transportation is authorized to acquire all necessary land not on
30 the state highway system for the purpose of highway projects at the
31 request of the locality under whose jurisdiction the project is
32 constructed or reconstructed.
33 Funds from this appropriation may be made available for the payment of
34 liabilities incurred prior to April one, nineteen hundred eightyfour
35 but not for the payment of liabilities incurred prior to November
36 eight, nineteen hundred eighty-three (17288424) (53287) ... ......
37 ................................................... (re. $7,056,000)",1110,12.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53287|1984|37
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,capital projects fund,Transportation Account - 31354,80915,1980,34,149000,"43 By chapter 54, section 8, of the laws of 1980, as amended by chapter 55,
44 section 1, of the laws of 1996:
45 The sum of four hundred million dollars ($400,000,000) or so much
46 thereof as may be necessary is hereby appropriated from the rail
AB
1113 12554-09-5
DEPARTMENT OF TRANSPORTATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 preservation and development fund pursuant to the energy conserva-
2 tion through improved transportation bond act of nineteen hundred
3 seventy-nine for payment to the capital projects fund for disburse-
4 ments from such fund pursuant to an appropriation for acquisition,
5 construction, reconstruction, establishment, improvement and reha-
6 bilitation of urban, commuter and intercity rail passenger and rapid
7 transit systems and rail freight capital facilities, for the acqui-
8 sition of real property and interests in real property required or
9 expected to be required therefor and for any capital equipment to be
10 used in connection therewith, including all costs incidental there-
11 to.
12 Notwithstanding the provisions of any general or special law, no
13 moneys shall be available from the rail preservation and development
14 fund until a certificate of approval of availability shall have been
15 issued by the director of the budget, and a copy of such certificate
16 filed with the state comptroller, the chairman of the senate finance
17 committee and the chairman of the assembly ways and means committee.
18 Such certificate may be amended from time to time by the director of
19 the budget, and a copy of each such amendment shall be filed with
20 the state comptroller, the chairman of the senate finance committee
21 and the chairman of the assembly ways and means committee. The
22 director of the budget is hereby authorized to designate to the
23 state comptroller specific appropriations made from the projects
24 fund for purposes for which rail preservation and development fund
25 expenditures are authorized. The state comptroller shall at the
26 commencement of each month certify to the director of the budget,
27 the chairman of the senate finance committee and the chairman of the
28 assembly ways and means committee, the amounts disbursed from the
29 appropriations designated by the director of the budget from the
30 capital projects fund for these disbursements pursuant to appropri-
31 ations from such fund for such purposes for the month preceding such
32 certification and such certifications shall not exceed in the aggre-
33 gate the moneys hereby appropriated (01371310) (80915) .............
34 ..................................................... (re. $149,000)",1113,43.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|80915|1980|34
