agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,record_type,page_number,line_number,fiscal_year,raw_line,source_file,composite_key
ADIRONDACK PARK AGENCY,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,81010,2025,10000000,10000000,reappropriation,4,19.0,2026-27,"24 10,000,000 ....................................... (re. $10,000,000)",CAP 26-27 Executive.pdf,ADIRONDACK PARK AGENCY|81010|2025|10000000
ADIRONDACK PARK AGENCY,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,81010,2022,29000000,29000000,reappropriation,4,26.0,2026-27,"31 29,000,000 ....................................... (re. $29,000,000)",CAP 26-27 Executive.pdf,ADIRONDACK PARK AGENCY|81010|2022|29000000
ADIRONDACK PARK AGENCY,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,81010,2020,1000000,1000000,reappropriation,4,33.0,2026-27,"37 1,000,000 ......................................... (re. $1,000,000)",CAP 26-27 Executive.pdf,ADIRONDACK PARK AGENCY|81010|2020|1000000
ADIRONDACK PARK AGENCY,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,81010,2012,500000,500000,reappropriation,4,44.0,2026-27,"48 500,000 ............................................. (re. $500,000)",CAP 26-27 Executive.pdf,ADIRONDACK PARK AGENCY|81010|2012|500000
ADIRONDACK PARK AGENCY,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,81010,2011,500000,500000,reappropriation,4,50.0,2026-27,"54 500,000 ............................................. (re. $500,000)",CAP 26-27 Executive.pdf,ADIRONDACK PARK AGENCY|81010|2011|500000
ADIRONDACK PARK AGENCY,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,81010,2010,500000,500000,reappropriation,4,56.0,2026-27,"60 500,000 ............................................. (re. $500,000)",CAP 26-27 Executive.pdf,ADIRONDACK PARK AGENCY|81010|2010|500000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11433,2026,5000000,0,appropriation,5,53.0,2026-27,"costs (60AS2603) (11433) ..................... 5,000,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2026|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11345,2026,10000000,0,appropriation,6,3.0,2026-27,"(60SK2607) (11345) .......................... 10,000,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11345|2026|10000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11326,2026,3200000,0,appropriation,6,9.0,2026-27,"(60AB2607)(11326) ............................ 3,200,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11326|2026|3200000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11360,2026,15000000,0,appropriation,6,28.0,2026-27,"program (60122609) (11360) .................. 15,000,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11360|2026|15000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11340,2026,5000000,0,appropriation,6,62.0,2026-27,"indirect costs (60622603) (11340) ............ 5,000,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11340|2026|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11420,2026,600000,0,appropriation,7,10.0,2026-27,"and equipment (60VS26AS) (11420) ............... 600,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2026|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11421,2026,115000,0,appropriation,7,13.0,2026-27,"equipment (60ES26AS) (11421) ................... 115,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11421|2026|115000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,10300,2026,5000000,0,appropriation,7,28.0,2026-27,"public authority (60NY2603) (10300) .......... 5,000,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10300|2026|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11422,2026,14000000,0,appropriation,7,44.0,2026-27,"and Life Sciences (60SF2603) (11422) ........ 14,000,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11422|2026|14000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,Miscellaneous Gifts Account - 20100,11493,2026,1700000,0,appropriation,7,61.0,2026-27,"April 1, 2026 (60MN2603) (11493) ............. 1,700,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11493|2026|1700000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11493,2026,2000000,0,appropriation,8,14.0,2026-27,"April 1, 2026(60RI2603) (11493) .............. 2,000,000",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11493|2026|2000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11433,2025,5000000,5000000,reappropriation,9,7.0,2026-27,"29 5,000,000 ......................................... (re. $5,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2025|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11399,2025,5000000,5000000,reappropriation,9,30.0,2026-27,"52 5,000,000 ......................................... (re. $5,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11399|2025|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11345,2025,10000000,10000000,reappropriation,9,53.0,2026-27,"60 10,000,000 ....................................... (re. $10,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11345|2025|10000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11326,2025,3200000,3200000,reappropriation,10,61.0,2026-27,"2 (60AB2507) (11326) ... 3,200,000 .................. (re. $3,200,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11326|2025|3200000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11360,2025,10000000,10000000,reappropriation,10,3.0,2026-27,"14 10,000,000 ....................................... (re. $10,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11360|2025|10000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11433,2024,5000000,5000000,reappropriation,10,16.0,2026-27,"38 5,000,000 ......................................... (re. $5,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2024|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11345,2024,10000000,10000000,reappropriation,10,39.0,2026-27,"46 10,000,000 ....................................... (re. $10,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11345|2024|10000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11326,2024,3200000,3200000,reappropriation,10,47.0,2026-27,"50 (11326) ... 3,200,000 ............................. (re. $3,200,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11326|2024|3200000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11360,2024,24000000,15642000,reappropriation,10,51.0,2026-27,"62 24,000,000 ....................................... (re. $15,642,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11360|2024|24000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11361,2024,5000000,5000000,reappropriation,11,1.0,2026-27,"4 5,000,000 ......................................... (re. $5,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11361|2024|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11362,2024,5000000,4755000,reappropriation,11,6.0,2026-27,"20 5,000,000 ......................................... (re. $4,755,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11362|2024|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11366,2024,19500000,19500000,reappropriation,11,21.0,2026-27,"28 19,500,000 ....................................... (re. $19,500,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11366|2024|19500000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11433,2023,5000000,4826000,reappropriation,12,30.0,2026-27,"30 5,000,000 ......................................... (re. $4,826,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2023|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11344,2023,10000000,10000000,reappropriation,12,31.0,2026-27,"35 authority (60CO2307) (11344) ... 10,000,000 ...... (re. $10,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11344|2023|10000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11345,2023,10000000,7250000,reappropriation,12,36.0,2026-27,"43 10,000,000 ........................................ (re. $7,250,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11345|2023|10000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11326,2023,3200000,2379000,reappropriation,12,44.0,2026-27,"47 (11326) ... 3,200,000 ............................. (re. $2,379,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11326|2023|3200000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11433,2022,5000000,4017000,reappropriation,13,49.0,2026-27,"45 5,000,000 ......................................... (re. $4,017,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2022|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11339,2022,3000000,3000000,reappropriation,14,46.0,2026-27,"40 3,000,000 ......................................... (re. $3,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11339|2022|3000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11326,2022,3200000,1932000,reappropriation,14,41.0,2026-27,"44 (11326) ... 3,200,000 ............................. (re. $1,932,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11326|2022|3200000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11340,2022,5000000,5000000,reappropriation,15,45.0,2026-27,"2 5,000,000 ......................................... (re. $5,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11340|2022|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11341,2022,4000000,869000,reappropriation,15,3.0,2026-27,"6 (60GN2203) (11341) ... 4,000,000 .................... (re. $869,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11341|2022|4000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11433,2021,5000000,2511000,reappropriation,16,8.0,2026-27,"4 5,000,000 ......................................... (re. $2,511,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2021|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11414,2019,5000000,2867000,reappropriation,16,6.0,2026-27,"23 5,000,000 ......................................... (re. $2,867,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11414|2019|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11433,2019,5000000,1859000,reappropriation,17,24.0,2026-27,"16 5,000,000 ......................................... (re. $1,859,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2019|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11414,2018,5000000,1587000,reappropriation,17,18.0,2026-27,"35 5,000,000 ......................................... (re. $1,587,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11414|2018|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11433,2018,5000000,389000,reappropriation,18,36.0,2026-27,"28 5,000,000 ........................................... (re. $389,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2018|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11414,2017,5000000,406000,reappropriation,18,30.0,2026-27,"43 5,000,000 ........................................... (re. $406,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11414|2017|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11433,2017,5000000,221000,reappropriation,19,44.0,2026-27,"36 5,000,000 ........................................... (re. $221,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11433|2017|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11414,2016,5000000,100000,reappropriation,19,38.0,2026-27,"50 5,000,000 ........................................... (re. $100,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11414|2016|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11491,2006,2000000,28000,reappropriation,19,52.0,2026-27,"55 (60030607) (11491) ... 2,000,000 ..................... (re. $28,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11491|2006|2000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11342,2022,5000000,4450000,reappropriation,20,61.0,2026-27,"3 5,000,000 ......................................... (re. $4,450,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11342|2022|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11343,2022,5000000,2336000,reappropriation,20,4.0,2026-27,"13 (11343) ... 5,000,000 ............................. (re. $2,336,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11343|2022|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11420,2025,600000,600000,reappropriation,20,21.0,2026-27,"23 (11420) ... 600,000 ................................. (re. $600,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2025|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11421,2025,115000,115000,reappropriation,20,24.0,2026-27,"26 115,000 ............................................. (re. $115,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11421|2025|115000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11420,2024,600000,600000,reappropriation,20,28.0,2026-27,"30 (11420) ... 600,000 ................................. (re. $600,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2024|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11421,2024,115000,115000,reappropriation,20,31.0,2026-27,"33 115,000 ............................................. (re. $115,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11421|2024|115000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11420,2023,600000,565000,reappropriation,20,35.0,2026-27,"37 (11420) ... 600,000 ................................. (re. $565,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2023|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11421,2023,115000,115000,reappropriation,20,38.0,2026-27,"40 115,000 ............................................. (re. $115,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11421|2023|115000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11420,2022,600000,600000,reappropriation,20,42.0,2026-27,"44 (11420) ... 600,000 ................................. (re. $600,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2022|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11421,2022,115000,82000,reappropriation,20,45.0,2026-27,"47 115,000 .............................................. (re. $82,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11421|2022|115000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11420,2021,600000,7000,reappropriation,20,49.0,2026-27,"51 (11420) ... 600,000 ................................... (re. $7,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2021|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11421,2021,115000,115000,reappropriation,20,52.0,2026-27,"54 115,000 ............................................. (re. $115,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11421|2021|115000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11420,2020,600000,3000,reappropriation,20,56.0,2026-27,"58 (11420) ... 600,000 ................................... (re. $3,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2020|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11421,2020,115000,62000,reappropriation,20,59.0,2026-27,"61 115,000 .............................................. (re. $62,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11421|2020|115000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11420,2019,600000,1000,reappropriation,21,1.0,2026-27,"3 (11420) ... 600,000 ................................... (re. $1,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2019|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11421,2019,115000,5000,reappropriation,21,4.0,2026-27,"5 laboratory equipment (60ES19AS) (11421) ... 115,000 ... (re. $5,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11421|2019|115000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11420,2018,600000,1000,reappropriation,21,7.0,2026-27,"9 (11420) ... 600,000 ................................... (re. $1,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11420|2018|600000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,10300,2025,5000000,4979000,reappropriation,21,15.0,2026-27,"22 (10300) ... 5,000,000 ............................. (re. $4,979,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10300|2025|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11422,2025,44000000,44000000,reappropriation,21,23.0,2026-27,"30 (60SF2503) (11422) ... 44,000,000 ................ (re. $44,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11422|2025|44000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11343,2025,5000000,5000000,reappropriation,21,31.0,2026-27,"40 [(60MP2503)](60MP2507) (11343) ... 5,000,000 ...... (re. $5,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11343|2025|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,10300,2024,5000000,3762000,reappropriation,21,42.0,2026-27,"49 (10300) ... 5,000,000 ............................. (re. $3,762,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10300|2024|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11422,2024,9000000,8968000,reappropriation,21,50.0,2026-27,"57 9,000,000 ......................................... (re. $8,968,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11422|2024|9000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,10300,2023,5000000,66000,reappropriation,22,59.0,2026-27,"4 (10300) ... 5,000,000 ................................ (re. $66,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10300|2023|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11422,2023,9000000,8881000,reappropriation,22,5.0,2026-27,"12 9,000,000 ......................................... (re. $8,881,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11422|2023|9000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,10300,2022,5000000,139000,reappropriation,22,14.0,2026-27,"21 (10300) ... 5,000,000 ............................... (re. $139,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10300|2022|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11422,2022,28000000,16672000,reappropriation,22,22.0,2026-27,"29 (60SF2203) (11422) ... 28,000,000 ................ (re. $16,672,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11422|2022|28000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,10300,2021,5007000,167000,reappropriation,22,31.0,2026-27,"39 (10300) ... 5,007,000 ............................... (re. $167,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10300|2021|5007000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,10300,2020,15000000,9722000,reappropriation,22,41.0,2026-27,"48 (10300) ... 15,000,000 ............................ (re. $9,722,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10300|2020|15000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,10300,2019,5000000,2000,reappropriation,22,50.0,2026-27,"57 (10300) ... 5,000,000 ................................. (re. $2,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|10300|2019|5000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11422,2017,50000000,212000,reappropriation,23,59.0,2026-27,"4 50,000,000 .......................................... (re. $212,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11422|2017|50000000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11493,2025,1700000,883000,reappropriation,23,12.0,2026-27,"18 April 1, 2025 (60MN2503) (11493) ... 1,700,000 ...... (re. $883,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11493|2025|1700000
DEPARTMENT OF AGRICULTURE AND MARKETS,CAPITAL PROJECTS,Capital Projects Fund,State Fair Capital Improvement Account - 32208,11493,2025,2000000,2000000,reappropriation,23,25.0,2026-27,"31 April 1, 2025(60RI2503) (11493) ... 2,000,000 ..... (re. $2,000,000)",CAP 26-27 Executive.pdf,DEPARTMENT OF AGRICULTURE AND MARKETS|11493|2025|2000000
